,CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
973,200973,0,35.0,Self Enquiry,1,6.0,Small Business,Female,2,4.0,Deluxe,3.0,Divorced,1.0,0,1,1,1.0,Manager,20363.0
974,200974,0,27.0,Company Invited,3,8.0,Salaried,Male,2,5.0,Deluxe,3.0,Single,4.0,0,4,1,1.0,Manager,20071.0
975,200975,1,55.0,Self Enquiry,3,19.0,Small Business,Male,2,1.0,Super Deluxe,3.0,Single,7.0,1,3,1,1.0,AVP,28695.0
976,200976,0,56.0,Self Enquiry,1,29.0,Salaried,Male,3,3.0,Super Deluxe,4.0,Divorced,5.0,1,4,1,2.0,AVP,28402.0
977,200977,0,34.0,Company Invited,1,32.0,Large Business,Female,3,4.0,Basic,3.0,Married,2.0,0,1,1,0.0,Executive,17029.0
978,200978,0,40.0,Self Enquiry,1,8.0,Small Business,Female,2,1.0,Deluxe,3.0,Married,6.0,0,3,1,0.0,Manager,21377.0
979,200979,0,34.0,Self Enquiry,1,35.0,Small Business,Male,2,3.0,Deluxe,3.0,Divorced,5.0,0,3,0,0.0,Manager,20429.0
980,200980,1,31.0,Company Invited,3,8.0,Salaried,Female,2,4.0,Basic,3.0,Single,1.0,0,5,0,1.0,Executive,17785.0
981,200981,1,35.0,Company Invited,3,13.0,Small Business,Female,3,3.0,Deluxe,3.0,Divorced,1.0,1,5,1,2.0,Manager,19614.0
982,200982,0,38.0,Company Invited,1,13.0,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,3,0,0.0,Executive,17610.0
983,200983,0,34.0,Self Enquiry,1,8.0,Large Business,Female,3,3.0,Deluxe,3.0,Unmarried,2.0,0,5,1,1.0,Manager,21687.0
984,200984,0,28.0,Self Enquiry,3,28.0,Salaried,Male,2,4.0,Deluxe,5.0,Divorced,2.0,0,4,1,0.0,Manager,19724.0
985,200985,1,31.0,Self Enquiry,1,28.0,Small Business,Male,3,3.0,Deluxe,3.0,Divorced,2.0,1,5,1,0.0,Manager,21179.0
986,200986,0,39.0,Self Enquiry,3,27.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,4.0,1,1,0,1.0,Manager,21120.0
987,200987,0,51.0,Company Invited,3,8.0,Small Business,Male,2,3.0,Standard,4.0,Divorced,3.0,0,4,0,0.0,Senior Manager,25596.0
988,200988,0,41.0,Company Invited,1,28.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,4.0,1,5,0,0.0,Manager,20467.0
989,200989,0,37.0,Self Enquiry,1,10.0,Salaried,Male,2,3.0,Basic,3.0,Divorced,1.0,1,5,1,1.0,Executive,17996.0
990,200990,0,33.0,Company Invited,3,11.0,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,7.0,0,1,1,2.0,Manager,24998.0
991,200991,0,39.0,Self Enquiry,3,8.0,Small Business,Male,2,3.0,Deluxe,4.0,Divorced,1.0,1,1,0,1.0,Manager,25920.0
992,200992,0,39.0,Company Invited,1,31.0,Salaried,Male,3,3.0,Standard,3.0,Divorced,4.0,0,1,0,0.0,Senior Manager,25920.0
993,200993,0,25.0,Self Enquiry,3,24.0,Salaried,Male,3,1.0,Deluxe,3.0,Divorced,3.0,0,1,0,0.0,Manager,21232.0
994,200994,0,52.0,Company Invited,1,34.0,Small Business,Female,2,1.0,Super Deluxe,3.0,Divorced,3.0,1,4,0,0.0,AVP,28247.0
995,200995,0,27.0,Self Enquiry,1,12.0,Small Business,Female,3,4.0,Deluxe,3.0,Single,2.0,1,4,1,1.0,Manager,20769.0
996,200996,0,27.0,Self Enquiry,3,16.0,Small Business,Female,3,4.0,Deluxe,3.0,Divorced,2.0,1,3,1,2.0,Manager,20769.0
997,200997,1,27.0,Self Enquiry,1,23.0,Salaried,Female,2,3.0,Basic,3.0,Single,2.0,1,5,1,0.0,Executive,17394.0
998,200998,0,42.0,Self Enquiry,1,8.0,Small Business,Male,2,4.0,Basic,3.0,Single,1.0,0,3,0,0.0,Executive,31799.0
999,200999,0,42.0,Self Enquiry,2,16.0,Salaried,Female,2,3.0,Super Deluxe,5.0,Divorced,1.0,0,3,0,1.0,AVP,31799.0
1000,201000,0,52.0,Self Enquiry,1,14.0,Salaried,Female,2,3.0,Basic,5.0,Divorced,1.0,0,1,1,1.0,Executive,17950.0
1001,201001,0,35.0,Self Enquiry,1,17.0,Small Business,Female,3,3.0,Basic,3.0,Single,5.0,0,3,0,1.0,Executive,18629.0
1002,201002,0,35.0,Company Invited,1,24.0,Salaried,Male,2,3.0,Standard,3.0,Unmarried,3.0,0,3,0,0.0,Senior Manager,24362.0
1003,201003,0,25.0,Self Enquiry,1,6.0,Large Business,Male,2,3.0,Basic,3.0,Divorced,5.0,0,5,1,1.0,Executive,18229.0
1004,201004,0,29.0,Self Enquiry,1,13.0,Salaried,Male,3,1.0,Basic,5.0,Single,1.0,0,1,1,0.0,Executive,18578.0
1005,201005,0,29.0,Self Enquiry,2,23.0,Salaried,Male,2,4.0,Standard,5.0,Unmarried,2.0,0,3,0,0.0,Senior Manager,22988.0
1006,201006,1,49.0,Company Invited,1,20.0,Salaried,Male,3,4.0,Deluxe,5.0,Single,4.0,0,3,0,1.0,Manager,22553.0
1007,201007,1,29.0,Company Invited,1,20.0,Salaried,Female,2,3.0,Standard,3.0,Unmarried,1.0,1,5,1,0.0,Senior Manager,22553.0
1008,201008,0,54.0,Self Enquiry,1,6.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Single,7.0,0,4,1,1.0,AVP,32328.0
1009,201009,0,58.0,Self Enquiry,1,6.0,Small Business,Female,3,3.0,King,5.0,Divorced,4.0,1,1,1,0.0,VP,34701.0
1010,201010,0,55.0,Self Enquiry,1,6.0,Small Business,Male,2,1.0,Super Deluxe,3.0,Married,3.0,0,5,1,0.0,AVP,29732.0
1011,201011,0,36.0,Self Enquiry,3,9.0,Small Business,Fe Male,2,3.0,Deluxe,4.0,Unmarried,4.0,1,4,0,1.0,Manager,24278.0
1012,201012,1,31.0,Company Invited,3,6.0,Salaried,Female,2,5.0,Basic,3.0,Single,2.0,0,3,1,1.0,Executive,16359.0
1013,201013,0,30.0,Self Enquiry,3,14.0,Small Business,Female,3,3.0,Deluxe,5.0,Married,1.0,0,3,1,0.0,Manager,19779.0
1014,201014,0,31.0,Self Enquiry,1,14.0,Salaried,Female,3,3.0,Super Deluxe,4.0,Single,4.0,0,1,1,0.0,AVP,31422.0
1015,201015,0,34.0,Company Invited,1,6.0,Salaried,Male,3,3.0,Basic,5.0,Married,6.0,0,1,1,2.0,Executive,17996.0
1016,201016,1,31.0,Self Enquiry,1,14.0,Salaried,Female,2,4.0,Basic,4.0,Single,2.0,0,4,0,1.0,Executive,16261.0
1017,201017,0,27.0,Self Enquiry,1,17.0,Salaried,Male,3,3.0,Basic,5.0,Divorced,1.0,0,5,1,2.0,Executive,17099.0
1018,201018,0,36.0,Self Enquiry,1,10.0,Salaried,Male,2,4.0,Deluxe,3.0,Single,2.0,0,5,1,1.0,Manager,20810.0
1019,201019,0,36.0,Self Enquiry,3,22.0,Small Business,Female,3,4.0,Deluxe,5.0,Divorced,5.0,0,5,1,0.0,Manager,20647.0
1020,201020,0,25.0,Self Enquiry,1,6.0,Large Business,Male,3,3.0,Basic,3.0,Divorced,1.0,0,3,1,0.0,Executive,18420.0
1021,201021,1,25.0,Company Invited,3,11.0,Salaried,Male,3,4.0,Basic,5.0,Divorced,4.0,0,1,1,0.0,Executive,18500.0
1022,201022,0,56.0,Company Invited,1,11.0,Large Business,Male,2,1.0,Basic,3.0,Single,1.0,0,5,1,0.0,Executive,18500.0
1023,201023,0,56.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Basic,5.0,Divorced,3.0,0,5,1,1.0,Executive,17066.0
1024,201024,0,47.0,Self Enquiry,1,8.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Divorced,4.0,0,5,1,0.0,AVP,32169.0
1025,201025,0,32.0,Self Enquiry,3,10.0,Small Business,Female,2,3.0,Deluxe,3.0,Divorced,2.0,1,5,1,0.0,Manager,24204.0
1026,201026,0,32.0,Self Enquiry,3,13.0,Small Business,Male,3,3.0,Deluxe,3.0,Divorced,5.0,0,5,1,1.0,Manager,24204.0
1027,201027,0,34.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Basic,4.0,Divorced,6.0,0,1,1,1.0,Executive,18294.0
1028,201028,0,41.0,Self Enquiry,1,11.0,Small Business,Male,2,1.0,Basic,3.0,Divorced,3.0,1,1,1,1.0,Executive,17127.0
1029,201029,0,31.0,Company Invited,1,15.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,4.0,0,3,1,0.0,Manager,25793.0
1030,201030,0,31.0,Self Enquiry,3,14.0,Salaried,Male,2,3.0,Standard,3.0,Married,2.0,0,3,1,0.0,Senior Manager,25793.0
1031,201031,1,46.0,Self Enquiry,3,15.0,Small Business,Male,2,3.0,Standard,3.0,Married,5.0,0,3,0,1.0,Senior Manager,25096.0
1032,201032,1,31.0,Company Invited,1,8.0,Salaried,Female,2,4.0,Basic,5.0,Single,3.0,1,3,0,0.0,Executive,18646.0
1033,201033,1,31.0,Company Invited,1,6.0,Salaried,Female,3,1.0,Standard,4.0,Unmarried,2.0,0,3,1,2.0,Senior Manager,22446.0
1034,201034,0,45.0,Self Enquiry,1,26.0,Small Business,Male,3,5.0,Standard,5.0,Married,3.0,1,3,0,0.0,Senior Manager,25851.0
1035,201035,0,31.0,Self Enquiry,2,14.0,Small Business,Female,3,1.0,Basic,4.0,Single,1.0,0,1,0,2.0,Executive,17109.0
1036,201036,1,45.0,Company Invited,1,8.0,Salaried,Male,3,3.0,Basic,3.0,Divorced,7.0,1,3,1,1.0,Executive,24380.0
1037,201037,0,45.0,Self Enquiry,1,35.0,Large Business,Male,2,3.0,Standard,3.0,Divorced,5.0,1,5,1,0.0,Senior Manager,24380.0
1038,201038,0,48.0,Self Enquiry,3,13.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,5.0,0,4,1,1.0,Manager,20486.0
1039,201039,1,34.0,Self Enquiry,2,15.0,Large Business,Female,2,3.0,Basic,3.0,Divorced,2.0,0,1,1,0.0,Executive,17742.0
1040,201040,0,40.0,Company Invited,1,14.0,Small Business,Male,2,4.0,Standard,4.0,Married,3.0,0,1,1,1.0,Senior Manager,28757.0
1041,201041,0,28.0,Self Enquiry,3,11.0,Small Business,Male,2,3.0,Deluxe,5.0,Unmarried,1.0,0,1,1,0.0,Manager,23463.0
1042,201042,0,44.0,Company Invited,1,11.0,Salaried,Male,2,4.0,Basic,3.0,Single,4.0,0,1,0,1.0,Executive,18162.0
1043,201043,0,53.0,Self Enquiry,1,8.0,Small Business,Male,2,1.0,Super Deluxe,4.0,Single,5.0,0,1,1,0.0,AVP,31598.0
1044,201044,0,49.0,Self Enquiry,1,11.0,Large Business,Male,3,3.0,Deluxe,3.0,Divorced,3.0,0,3,0,0.0,Manager,21651.0
1045,201045,0,40.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Basic,3.0,Married,3.0,0,1,0,0.0,Executive,17345.0
1046,201046,0,33.0,Self Enquiry,1,26.0,Salaried,Male,2,3.0,Basic,4.0,Single,2.0,0,5,1,1.0,Executive,18420.0
1047,201047,0,33.0,Self Enquiry,3,22.0,Small Business,Male,2,3.0,Deluxe,5.0,Divorced,1.0,0,3,0,0.0,Manager,19759.0
1048,201048,0,34.0,Self Enquiry,3,22.0,Salaried,Male,2,5.0,Deluxe,5.0,Single,4.0,0,5,1,1.0,Manager,19759.0
1049,201049,0,30.0,Self Enquiry,3,22.0,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,1.0,0,3,0,2.0,Manager,20301.0
1050,201050,0,44.0,Company Invited,1,15.0,Small Business,Female,3,3.0,Basic,3.0,Single,2.0,0,4,1,1.0,Executive,18673.0
1051,201051,0,44.0,Company Invited,3,13.0,Small Business,Female,3,3.0,Deluxe,3.0,Divorced,1.0,0,4,1,1.0,Manager,19768.0
1052,201052,0,30.0,Company Invited,1,13.0,Large Business,Male,3,3.0,Basic,3.0,Married,2.0,0,5,0,0.0,Executive,16274.0
1053,201053,0,57.0,Self Enquiry,1,6.0,Salaried,Male,3,1.0,Deluxe,3.0,Divorced,1.0,0,3,1,2.0,Manager,19900.0
1054,201054,0,49.0,Self Enquiry,1,13.0,Salaried,Male,2,3.0,Standard,4.0,Married,4.0,0,4,0,1.0,Senior Manager,25466.0
1055,201055,0,34.0,Company Invited,1,21.0,Small Business,Male,3,3.0,Super Deluxe,5.0,Married,1.0,0,4,1,2.0,AVP,32007.0
1056,201056,1,28.0,Company Invited,3,6.0,Large Business,Male,3,3.0,Basic,3.0,Divorced,4.0,0,3,1,0.0,Executive,17909.0
1057,201057,1,29.0,Company Invited,3,19.0,Large Business,Female,2,3.0,Deluxe,4.0,Single,6.0,0,3,0,1.0,Manager,20765.0
1058,201058,1,34.0,Self Enquiry,3,13.0,Small Business,Female,2,4.0,Deluxe,4.0,Single,1.0,1,5,1,0.0,Manager,19599.0
1059,201059,0,35.0,Self Enquiry,3,13.0,Salaried,Male,3,3.0,Basic,3.0,Divorced,2.0,0,3,1,0.0,Executive,17404.0
1060,201060,1,24.0,Company Invited,1,15.0,Small Business,Male,2,3.0,Basic,5.0,Single,3.0,1,3,0,1.0,Executive,18172.0
1061,201061,0,24.0,Company Invited,3,19.0,Salaried,Female,3,3.0,Basic,4.0,Divorced,2.0,0,1,0,0.0,Executive,17033.0
1062,201062,0,44.0,Company Invited,1,8.0,Small Business,Male,2,3.0,Standard,3.0,Unmarried,6.0,1,1,0,1.0,Senior Manager,25209.0
1063,201063,0,29.0,Self Enquiry,3,25.0,Salaried,Male,3,4.0,Deluxe,3.0,Married,2.0,0,4,1,0.0,Manager,23620.0
1064,201064,0,30.0,Self Enquiry,2,6.0,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,1,0,1.0,Executive,17064.0
1065,201065,0,47.0,Self Enquiry,1,10.0,Salaried,Male,1,3.0,Deluxe,3.0,Divorced,1.0,1,4,0,0.0,Manager,19591.0
1066,201066,0,47.0,Self Enquiry,1,10.0,Small Business,Female,2,4.0,Basic,4.0,Divorced,1.0,0,1,0,0.0,Executive,19591.0
1067,201067,0,47.0,Self Enquiry,3,8.0,Small Business,Female,3,3.0,Deluxe,3.0,Divorced,4.0,1,5,1,0.0,Manager,19591.0
1068,201068,1,28.0,Company Invited,1,8.0,Small Business,Male,2,4.0,Basic,5.0,Single,1.0,0,4,0,0.0,Executive,17561.0
1069,201069,0,28.0,Self Enquiry,1,6.0,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,0,4,0,1.0,Executive,16563.0
1070,201070,0,28.0,Company Invited,3,8.0,Salaried,Male,2,3.0,Deluxe,5.0,Single,1.0,0,3,1,1.0,Manager,19898.0
1071,201071,0,49.0,Self Enquiry,1,8.0,Small Business,Female,2,4.0,Deluxe,5.0,Divorced,5.0,0,3,1,1.0,Manager,19789.0
1072,201072,0,29.0,Company Invited,1,8.0,Salaried,Female,3,3.0,Basic,4.0,Divorced,1.0,0,5,0,2.0,Executive,18180.0
1073,201073,0,28.0,Self Enquiry,1,35.0,Salaried,Male,3,5.0,Deluxe,4.0,Divorced,2.0,0,1,1,2.0,Manager,21549.0
1074,201074,0,33.0,Self Enquiry,1,14.0,Salaried,Male,3,3.0,Deluxe,3.0,Unmarried,3.0,1,3,0,2.0,Manager,21388.0
1075,201075,0,32.0,Self Enquiry,1,16.0,Small Business,Male,1,3.0,Standard,3.0,Unmarried,3.0,0,1,0,0.0,Senior Manager,26244.0
1076,201076,0,54.0,Company Invited,1,17.0,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,4.0,0,3,1,0.0,AVP,31032.0
1077,201077,1,29.0,Self Enquiry,1,6.0,Large Business,Male,3,4.0,Basic,5.0,Single,7.0,0,3,0,2.0,Executive,17362.0
1078,201078,0,44.0,Self Enquiry,1,34.0,Salaried,Male,2,3.0,Super Deluxe,5.0,Divorced,4.0,0,1,1,0.0,AVP,31328.0
1079,201079,0,39.0,Self Enquiry,1,12.0,Salaried,Female,2,3.0,Standard,4.0,Unmarried,5.0,0,3,0,1.0,Senior Manager,23376.0
1080,201080,0,46.0,Self Enquiry,3,9.0,Salaried,Female,2,3.0,Super Deluxe,4.0,Divorced,1.0,0,4,1,0.0,AVP,31606.0
1081,201081,0,35.0,Self Enquiry,1,22.0,Salaried,Fe Male,3,4.0,Standard,4.0,Unmarried,2.0,0,1,1,2.0,Senior Manager,23606.0
1082,201082,0,23.0,Self Enquiry,1,26.0,Salaried,Male,3,3.0,Deluxe,3.0,Single,1.0,0,4,1,2.0,Manager,17272.0
1083,201083,1,40.0,Self Enquiry,1,15.0,Salaried,Male,2,3.0,Basic,5.0,Single,4.0,0,1,1,1.0,Executive,17018.0
1084,201084,0,34.0,Self Enquiry,3,6.0,Large Business,Male,3,4.0,Standard,3.0,Divorced,2.0,1,1,1,1.0,Senior Manager,22083.0
1085,201085,1,50.0,Company Invited,1,9.0,Salaried,Female,2,3.0,Basic,3.0,Single,2.0,0,4,1,1.0,Executive,29411.0
1086,201086,0,50.0,Company Invited,1,28.0,Small Business,Male,2,5.0,Super Deluxe,3.0,Single,2.0,1,1,1,1.0,AVP,29411.0
1087,201087,0,34.0,Self Enquiry,3,13.0,Large Business,Male,2,3.0,Basic,3.0,Married,1.0,1,1,0,1.0,Executive,17308.0
1088,201088,0,42.0,Self Enquiry,1,14.0,Small Business,Male,3,4.0,Basic,4.0,Married,5.0,0,1,1,2.0,Executive,19841.0
1089,201089,0,37.0,Self Enquiry,1,14.0,Small Business,Male,2,3.0,Deluxe,3.0,Married,2.0,0,1,0,0.0,Manager,24715.0
1090,201090,0,29.0,Self Enquiry,1,14.0,Salaried,Female,2,5.0,Deluxe,5.0,Married,4.0,0,1,0,0.0,Manager,24715.0
1091,201091,0,33.0,Self Enquiry,1,34.0,Salaried,Male,2,4.0,Deluxe,4.0,Single,2.0,0,1,0,1.0,Manager,17132.0
1092,201092,0,45.0,Self Enquiry,1,34.0,Large Business,Male,3,3.0,Basic,3.0,Married,5.0,0,3,1,2.0,Executive,17132.0
1093,201093,0,42.0,Company Invited,1,8.0,Salaried,Male,2,3.0,Standard,3.0,Married,3.0,1,3,1,0.0,Senior Manager,25124.0
1094,201094,0,40.0,Self Enquiry,3,15.0,Small Business,Male,2,3.0,Deluxe,5.0,Married,1.0,0,3,1,1.0,Manager,20473.0
1095,201095,0,33.0,Self Enquiry,1,34.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,1,1,0.0,Manager,20207.0
1096,201096,0,40.0,Self Enquiry,2,12.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Single,2.0,1,3,1,1.0,AVP,31437.0
1097,201097,0,24.0,Self Enquiry,1,27.0,Large Business,Male,2,4.0,Basic,5.0,Married,1.0,0,3,0,0.0,Executive,17296.0
1098,201098,0,45.0,Company Invited,1,14.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,4.0,1,3,1,1.0,Manager,22441.0
1099,201099,0,45.0,Self Enquiry,1,6.0,Large Business,Male,3,3.0,Standard,4.0,Married,2.0,0,3,1,1.0,Senior Manager,22441.0
1100,201100,0,35.0,Self Enquiry,3,34.0,Salaried,Female,3,4.0,Basic,3.0,Married,1.0,0,4,1,2.0,Executive,17430.0
1101,201101,0,32.0,Self Enquiry,1,11.0,Salaried,Female,3,4.0,Deluxe,4.0,Married,4.0,0,3,1,0.0,Manager,20878.0
1102,201102,0,36.0,Self Enquiry,3,8.0,Salaried,Male,3,3.0,Basic,3.0,Single,4.0,1,3,0,0.0,Executive,17644.0
1103,201103,0,48.0,Self Enquiry,3,22.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,1.0,0,4,1,0.0,Manager,21439.0
1104,201104,0,29.0,Self Enquiry,1,15.0,Salaried,Male,3,1.0,Basic,3.0,Married,7.0,0,5,1,0.0,Executive,17451.0
1105,201105,0,33.0,Self Enquiry,3,14.0,Salaried,Male,2,3.0,Deluxe,5.0,Married,3.0,0,5,1,0.0,Manager,21392.0
1106,201106,1,30.0,Self Enquiry,3,6.0,Salaried,Male,3,4.0,Deluxe,5.0,Married,2.0,0,4,1,1.0,Manager,24714.0
1107,201107,0,38.0,Company Invited,2,16.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,4.0,0,3,0,2.0,Manager,21077.0
1108,201108,0,35.0,Self Enquiry,1,6.0,Small Business,Male,3,4.0,Basic,5.0,Single,2.0,0,1,0,2.0,Executive,17450.0
1109,201109,0,30.0,Self Enquiry,3,35.0,Large Business,Male,2,3.0,Standard,4.0,Married,4.0,0,4,0,1.0,Senior Manager,24250.0
1110,201110,1,35.0,Self Enquiry,1,8.0,Salaried,Female,3,3.0,Basic,5.0,Married,2.0,1,1,1,1.0,Executive,17074.0
1111,201111,1,53.0,Self Enquiry,1,8.0,Large Business,Female,3,4.0,Standard,3.0,Married,1.0,0,5,1,2.0,Senior Manager,25169.0
1112,201112,1,38.0,Self Enquiry,1,6.0,Small Business,Male,2,3.0,Deluxe,4.0,Married,5.0,0,4,0,0.0,Manager,19855.0
1113,201113,0,48.0,Company Invited,1,6.0,Large Business,Male,3,3.0,Deluxe,5.0,Married,5.0,0,4,1,2.0,Manager,17367.0
1114,201114,0,48.0,Self Enquiry,1,21.0,Salaried,Female,3,3.0,Basic,5.0,Married,1.0,0,1,1,0.0,Executive,17367.0
1115,201115,0,34.0,Self Enquiry,1,13.0,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,0,1,0,1.0,Executive,17972.0
1116,201116,0,55.0,Self Enquiry,3,32.0,Small Business,Male,2,4.0,King,3.0,Married,2.0,0,3,1,1.0,VP,34586.0
1117,201117,0,34.0,Self Enquiry,1,6.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,1.0,0,4,1,0.0,Manager,20484.0
1118,201118,0,26.0,Self Enquiry,1,9.0,Salaried,Female,2,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,17061.0
1119,201119,0,38.0,Self Enquiry,3,20.0,Salaried,Male,3,3.0,Deluxe,4.0,Married,1.0,0,5,1,2.0,Manager,24924.0
1120,201120,0,36.0,Self Enquiry,3,22.0,Salaried,Female,2,3.0,Deluxe,4.0,Single,3.0,0,1,0,0.0,Manager,21815.0
1121,201121,0,36.0,Self Enquiry,3,6.0,Salaried,Female,3,3.0,Deluxe,3.0,Unmarried,7.0,0,1,1,1.0,Manager,21815.0
1122,201122,0,29.0,Self Enquiry,1,16.0,Small Business,Male,2,3.0,Basic,5.0,Single,2.0,1,3,0,1.0,Executive,19723.0
1123,201123,0,35.0,Self Enquiry,1,16.0,Small Business,Female,2,3.0,Deluxe,3.0,Single,4.0,1,1,1,0.0,Manager,21142.0
1124,201124,0,39.0,Self Enquiry,3,12.0,Small Business,Male,2,1.0,Standard,3.0,Married,3.0,0,4,1,1.0,Senior Manager,23237.0
1125,201125,0,29.0,Company Invited,1,8.0,Salaried,Male,2,3.0,Deluxe,3.0,Married,2.0,0,3,0,0.0,Manager,23853.0
1126,201126,0,50.0,Self Enquiry,3,5.0,Small Business,Male,2,3.0,King,3.0,Married,5.0,1,5,0,1.0,VP,34331.0
1127,201127,0,23.0,Self Enquiry,1,16.0,Large Business,Male,2,1.0,Basic,3.0,Married,3.0,0,1,1,0.0,Executive,17073.0
1128,201128,0,36.0,Company Invited,1,12.0,Salaried,Male,3,1.0,Deluxe,5.0,Married,4.0,1,4,1,1.0,Manager,20562.0
1129,201129,0,42.0,Self Enquiry,1,15.0,Salaried,Male,3,4.0,King,3.0,Single,1.0,0,1,1,1.0,VP,34613.0
1130,201130,0,34.0,Self Enquiry,1,34.0,Salaried,Male,2,1.0,Deluxe,3.0,Married,2.0,0,5,1,0.0,Manager,18407.0
1131,201131,0,34.0,Company Invited,1,16.0,Large Business,Male,3,4.0,Deluxe,3.0,Married,2.0,0,4,1,1.0,Manager,20063.0
1132,201132,0,40.0,Self Enquiry,3,13.0,Salaried,Female,2,3.0,Deluxe,5.0,Married,2.0,0,3,0,1.0,Manager,19639.0
1133,201133,0,43.0,Self Enquiry,1,13.0,Large Business,Male,2,1.0,Basic,4.0,Married,6.0,0,5,1,1.0,Executive,19876.0
1134,201134,0,35.0,Self Enquiry,1,13.0,Salaried,Male,3,4.0,Basic,3.0,Married,2.0,0,3,1,0.0,Executive,17690.0
1135,201135,0,46.0,Self Enquiry,3,6.0,Salaried,Male,2,1.0,Super Deluxe,5.0,Single,2.0,0,4,1,1.0,AVP,32567.0
1136,201136,1,28.0,Self Enquiry,1,30.0,Small Business,Male,2,3.0,Basic,4.0,Married,2.0,1,1,0,0.0,Executive,17408.0
1137,201137,0,22.0,Company Invited,1,32.0,Salaried,Female,2,4.0,Basic,3.0,Married,2.0,1,3,0,0.0,Executive,17814.0
1138,201138,0,50.0,Company Invited,1,26.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Married,3.0,1,4,1,1.0,AVP,26245.0
1139,201139,0,32.0,Self Enquiry,1,11.0,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,0,5,1,1.0,Executive,18312.0
1140,201140,0,44.0,Self Enquiry,1,13.0,Small Business,Female,2,3.0,King,3.0,Married,1.0,1,4,1,1.0,VP,34049.0
1141,201141,0,30.0,Self Enquiry,1,13.0,Small Business,Male,2,4.0,Basic,4.0,Married,2.0,0,5,0,0.0,Executive,17141.0
1142,201142,0,45.0,Self Enquiry,1,11.0,Small Business,Female,2,5.0,Deluxe,5.0,Single,2.0,1,3,1,0.0,Manager,20769.0
1143,201143,0,45.0,Company Invited,3,8.0,Small Business,Male,2,4.0,Deluxe,5.0,Married,2.0,0,3,0,0.0,Manager,20332.0
1144,201144,0,31.0,Company Invited,3,8.0,Salaried,Male,2,3.0,Deluxe,5.0,Single,1.0,0,1,0,0.0,Manager,20332.0
1145,201145,0,36.0,Self Enquiry,1,31.0,Salaried,Female,3,3.0,Deluxe,3.0,Married,1.0,1,1,0,2.0,Manager,19663.0
1146,201146,0,34.0,Company Invited,1,31.0,Salaried,Male,2,1.0,Deluxe,3.0,Married,2.0,0,4,1,0.0,Manager,19724.0
1147,201147,0,49.0,Self Enquiry,1,31.0,Salaried,Female,2,3.0,Basic,5.0,Married,2.0,0,3,0,0.0,Executive,18211.0
1148,201148,0,39.0,Self Enquiry,1,16.0,Small Business,Male,3,3.0,Deluxe,5.0,Married,3.0,0,5,1,2.0,Manager,20377.0
1149,201149,0,35.0,Self Enquiry,1,25.0,Salaried,Male,3,4.0,Basic,5.0,Married,2.0,0,1,0,0.0,Executive,20208.0
1150,201150,0,35.0,Self Enquiry,1,24.0,Salaried,Male,2,1.0,Deluxe,5.0,Married,2.0,0,3,0,1.0,Manager,20208.0
1151,201151,0,28.0,Self Enquiry,1,33.0,Small Business,Female,2,5.0,Deluxe,5.0,Married,1.0,0,4,1,0.0,Manager,20208.0
1152,201152,0,21.0,Self Enquiry,1,11.0,Small Business,Male,3,3.0,Basic,3.0,Single,2.0,0,1,1,1.0,Executive,18117.0
1153,201153,1,18.0,Company Invited,3,9.0,Small Business,Female,3,3.0,Basic,3.0,Single,2.0,1,5,0,1.0,Executive,16569.0
1154,201154,0,47.0,Self Enquiry,2,32.0,Salaried,Female,3,3.0,King,3.0,Married,4.0,0,4,1,2.0,VP,34658.0
1155,201155,0,39.0,Self Enquiry,1,9.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,1.0,0,4,0,2.0,Manager,18069.0
