,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation,CustomerID
866,0,Salaried,Male,Deluxe,Divorced,Manager,200870
867,0,Salaried,Female,Basic,Divorced,Executive,200871
868,1,Small Business,Female,Deluxe,Divorced,Manager,200872
869,0,Salaried,Male,Basic,Married,Executive,200873
870,0,Salaried,Male,Deluxe,Married,Manager,200874
871,0,Salaried,Male,Deluxe,Single,Manager,200875
872,0,Small Business,Male,Basic,Single,Executive,200876
873,0,Large Business,Male,Deluxe,Married,Manager,200877
874,1,Small Business,Male,Deluxe,Divorced,Manager,200878
875,0,Small Business,Male,Deluxe,Married,Manager,200879
876,1,Salaried,Female,Basic,Divorced,Executive,200880
877,1,Salaried,Female,Deluxe,Single,Manager,200881
878,0,Large Business,Female,Standard,Married,Senior Manager,200882
879,0,Small Business,Male,Basic,Divorced,Executive,200883
880,0,Large Business,Female,Deluxe,Married,Manager,200884
881,0,Salaried,Male,Deluxe,Single,Manager,200885
882,0,Small Business,Male,Basic,Divorced,Executive,200886
883,1,Small Business,Female,Standard,Divorced,Senior Manager,200887
884,1,Small Business,Female,Standard,Divorced,Senior Manager,200888
885,0,Salaried,Male,Basic,Divorced,Executive,200889
886,1,Salaried,Female,Standard,Married,Senior Manager,200890
887,0,Salaried,Female,Basic,Divorced,Executive,200891
888,1,Small Business,Female,Basic,Single,Executive,200892
889,0,Salaried,Female,Basic,Married,Executive,200893
890,0,Salaried,Male,Super Deluxe,Divorced,AVP,200894
891,0,Small Business,Male,Deluxe,Divorced,Manager,200895
892,0,Small Business,Female,Deluxe,Unmarried,Manager,200896
893,0,Salaried,Female,Deluxe,Single,Manager,200897
894,0,Salaried,Male,King,Divorced,VP,200898
895,0,Small Business,Male,King,Divorced,VP,200899
896,1,Large Business,Male,Basic,Divorced,Executive,200900
897,0,Large Business,Male,Basic,Single,Executive,200901
898,0,Salaried,Male,Basic,Married,Executive,200902
899,0,Salaried,Male,Deluxe,Married,Manager,200903
900,0,Salaried,Male,King,Single,VP,200904
901,0,Salaried,Female,Super Deluxe,Married,AVP,200905
902,0,Large Business,Female,Basic,Divorced,Executive,200906
903,0,Small Business,Male,King,Divorced,VP,200907
904,0,Small Business,Male,Standard,Married,Senior Manager,200908
905,0,Salaried,Female,Basic,Single,Executive,200909
906,0,Salaried,Male,Basic,Divorced,Executive,200910
907,1,Salaried,Male,Basic,Single,Executive,200911
908,0,Salaried,Male,Basic,Single,Executive,200912
909,0,Small Business,Female,King,Single,VP,200913
910,1,Small Business,Male,Super Deluxe,Married,AVP,200914
911,1,Salaried,Female,Basic,Single,Executive,200915
912,0,Small Business,Female,King,Divorced,VP,200916
913,0,Small Business,Female,Deluxe,Single,Manager,200917
914,1,Salaried,Male,King,Married,VP,200918
915,0,Small Business,Male,Standard,Unmarried,Senior Manager,200919
916,1,Small Business,Female,Deluxe,Married,Manager,200920
917,1,Small Business,Male,Basic,Single,Executive,200921
918,0,Salaried,Male,King,Married,VP,200922
919,1,Salaried,Male,Deluxe,Divorced,Manager,200923
920,0,Salaried,Male,Basic,Divorced,Executive,200924
921,0,Small Business,Female,Deluxe,Divorced,Manager,200925
922,0,Small Business,Fe Male,Standard,Unmarried,Senior Manager,200926
923,0,Salaried,Female,Deluxe,Single,Manager,200927
924,0,Small Business,Female,Standard,Divorced,Senior Manager,200928
925,1,Salaried,Male,Basic,Divorced,Executive,200929
926,1,Small Business,Female,Basic,Single,Executive,200930
927,1,Small Business,Female,Deluxe,Single,Manager,200931
928,0,Large Business,Female,Basic,Married,Executive,200932
929,0,Large Business,Male,Basic,Single,Executive,200933
930,0,Small Business,Female,Basic,Single,Executive,200934
931,0,Small Business,Male,Deluxe,Divorced,Manager,200935
932,1,Small Business,Female,King,Single,VP,200936
933,0,Small Business,Female,Super Deluxe,Married,AVP,200937
934,0,Salaried,Male,Basic,Married,Executive,200938
935,0,Salaried,Male,Deluxe,Divorced,Manager,200939
936,0,Small Business,Male,Basic,Single,Executive,200940
937,0,Large Business,Female,Deluxe,Divorced,Manager,200941
938,0,Large Business,Female,Standard,Divorced,Senior Manager,200942
939,0,Salaried,Female,Basic,Single,Executive,200943
940,1,Salaried,Female,Deluxe,Divorced,Manager,200944
941,0,Salaried,Female,Super Deluxe,Divorced,AVP,200945
942,0,Small Business,Male,Standard,Unmarried,Senior Manager,200946
943,0,Salaried,Male,Standard,Unmarried,Senior Manager,200947
944,0,Small Business,Female,Standard,Divorced,Senior Manager,200948
945,0,Salaried,Male,Deluxe,Single,Manager,200949
946,1,Salaried,Female,Standard,Married,Senior Manager,200950
947,1,Small Business,Male,Deluxe,Single,Manager,200951
948,1,Salaried,Female,Basic,Single,Executive,200952
949,0,Salaried,Male,Basic,Divorced,Executive,200953
950,1,Salaried,Male,Super Deluxe,Divorced,AVP,200954
951,0,Small Business,Female,King,Divorced,VP,200955
952,0,Salaried,Male,King,Single,VP,200956
953,1,Salaried,Male,Basic,Married,Executive,200957
954,0,Salaried,Male,Standard,Married,Senior Manager,200958
955,0,Salaried,Male,Deluxe,Single,Manager,200959
956,1,Small Business,Female,Deluxe,Married,Manager,200960
957,1,Salaried,Male,Deluxe,Single,Manager,200961
958,0,Salaried,Male,Super Deluxe,Married,AVP,200962
959,0,Salaried,Female,Deluxe,Married,Manager,200963
960,0,Small Business,Female,Deluxe,Single,Manager,200964
961,0,Small Business,Male,Basic,Divorced,Executive,200965
962,0,Small Business,Female,Standard,Divorced,Senior Manager,200966
963,0,Salaried,Male,Basic,Divorced,Executive,200967
964,1,Small Business,Female,Deluxe,Divorced,Manager,200968
965,0,Salaried,Male,Standard,Unmarried,Senior Manager,200969
966,0,Small Business,Female,Basic,Divorced,Executive,200970
967,0,Large Business,Fe Male,Super Deluxe,Unmarried,AVP,200971
968,1,Salaried,Female,Basic,Single,Executive,200972
969,0,Small Business,Female,Deluxe,Divorced,Manager,200973
970,1,Salaried,Male,Deluxe,Single,Manager,200974
971,0,Small Business,Male,Super Deluxe,Single,AVP,200975
972,0,Salaried,Male,Super Deluxe,Divorced,AVP,200976
973,1,Large Business,Female,Basic,Married,Executive,200977
974,0,Small Business,Female,Deluxe,Married,Manager,200978
975,0,Small Business,Male,Deluxe,Divorced,Manager,200979
976,1,Salaried,Female,Basic,Single,Executive,200980
977,1,Small Business,Female,Deluxe,Divorced,Manager,200981
978,1,Salaried,Male,Basic,Married,Executive,200982
979,0,Large Business,Female,Deluxe,Unmarried,Manager,200983
980,0,Salaried,Male,Deluxe,Divorced,Manager,200984
981,0,Small Business,Male,Deluxe,Divorced,Manager,200985
982,0,Salaried,Male,Deluxe,Divorced,Manager,200986
983,1,Small Business,Male,Standard,Divorced,Senior Manager,200987
984,1,Salaried,Female,Deluxe,Married,Manager,200988
985,0,Salaried,Male,Basic,Divorced,Executive,200989
986,1,Salaried,Male,Deluxe,Divorced,Manager,200990
987,0,Small Business,Male,Deluxe,Divorced,Manager,200991
988,1,Salaried,Male,Standard,Divorced,Senior Manager,200992
989,0,Salaried,Male,Deluxe,Divorced,Manager,200993
990,1,Small Business,Female,Super Deluxe,Divorced,AVP,200994
991,0,Small Business,Female,Deluxe,Single,Manager,200995
992,0,Small Business,Female,Deluxe,Divorced,Manager,200996
993,0,Salaried,Female,Basic,Single,Executive,200997
994,0,Small Business,Male,Basic,Single,Executive,200998
995,0,Salaried,Female,Super Deluxe,Divorced,AVP,200999
996,0,Salaried,Female,Basic,Divorced,Executive,201000
997,0,Small Business,Female,Basic,Single,Executive,201001
998,1,Salaried,Male,Standard,Unmarried,Senior Manager,201002
999,0,Large Business,Male,Basic,Divorced,Executive,201003
1000,0,Salaried,Male,Basic,Single,Executive,201004
1001,0,Salaried,Male,Standard,Unmarried,Senior Manager,201005
1002,1,Salaried,Male,Deluxe,Single,Manager,201006
1003,1,Salaried,Female,Standard,Unmarried,Senior Manager,201007
1004,0,Small Business,Female,Super Deluxe,Single,AVP,201008
1005,0,Small Business,Female,King,Divorced,VP,201009
1006,0,Small Business,Male,Super Deluxe,Married,AVP,201010
1007,0,Small Business,Fe Male,Deluxe,Unmarried,Manager,201011
1008,1,Salaried,Female,Basic,Single,Executive,201012
1009,0,Small Business,Female,Deluxe,Married,Manager,201013
1010,0,Salaried,Female,Super Deluxe,Single,AVP,201014
1011,1,Salaried,Male,Basic,Married,Executive,201015
1012,0,Salaried,Female,Basic,Single,Executive,201016
1013,0,Salaried,Male,Basic,Divorced,Executive,201017
1014,0,Salaried,Male,Deluxe,Single,Manager,201018
1015,0,Small Business,Female,Deluxe,Divorced,Manager,201019
1016,0,Large Business,Male,Basic,Divorced,Executive,201020
1017,1,Salaried,Male,Basic,Divorced,Executive,201021
1018,1,Large Business,Male,Basic,Single,Executive,201022
1019,0,Salaried,Female,Basic,Divorced,Executive,201023
1020,0,Small Business,Female,Super Deluxe,Divorced,AVP,201024
1021,0,Small Business,Female,Deluxe,Divorced,Manager,201025
1022,0,Small Business,Male,Deluxe,Divorced,Manager,201026
1023,0,Salaried,Female,Basic,Divorced,Executive,201027
1024,0,Small Business,Male,Basic,Divorced,Executive,201028
1025,1,Salaried,Male,Deluxe,Married,Manager,201029
1026,0,Salaried,Male,Standard,Married,Senior Manager,201030
1027,0,Small Business,Male,Standard,Married,Senior Manager,201031
1028,1,Salaried,Female,Basic,Single,Executive,201032
1029,1,Salaried,Female,Standard,Unmarried,Senior Manager,201033
1030,0,Small Business,Male,Standard,Married,Senior Manager,201034
1031,0,Small Business,Female,Basic,Single,Executive,201035
1032,1,Salaried,Male,Basic,Divorced,Executive,201036
1033,0,Large Business,Male,Standard,Divorced,Senior Manager,201037
1034,0,Small Business,Male,Deluxe,Married,Manager,201038
1035,0,Large Business,Female,Basic,Divorced,Executive,201039
1036,1,Small Business,Male,Standard,Married,Senior Manager,201040
1037,0,Small Business,Male,Deluxe,Unmarried,Manager,201041
1038,1,Salaried,Male,Basic,Single,Executive,201042
1039,0,Small Business,Male,Super Deluxe,Single,AVP,201043
1040,0,Large Business,Male,Deluxe,Divorced,Manager,201044
1041,0,Small Business,Male,Basic,Married,Executive,201045
1042,0,Salaried,Male,Basic,Single,Executive,201046
1043,0,Small Business,Male,Deluxe,Divorced,Manager,201047
1044,0,Salaried,Male,Deluxe,Single,Manager,201048
1045,0,Salaried,Male,Deluxe,Divorced,Manager,201049
1046,1,Small Business,Female,Basic,Single,Executive,201050
1047,1,Small Business,Female,Deluxe,Divorced,Manager,201051
1048,1,Large Business,Male,Basic,Married,Executive,201052
1049,0,Salaried,Male,Deluxe,Divorced,Manager,201053
1050,0,Salaried,Male,Standard,Married,Senior Manager,201054
1051,1,Small Business,Male,Super Deluxe,Married,AVP,201055
1052,1,Large Business,Male,Basic,Divorced,Executive,201056
1053,1,Large Business,Female,Deluxe,Single,Manager,201057
1054,0,Small Business,Female,Deluxe,Single,Manager,201058
1055,0,Salaried,Male,Basic,Divorced,Executive,201059
1056,1,Small Business,Male,Basic,Single,Executive,201060
1057,1,Salaried,Female,Basic,Divorced,Executive,201061
1058,1,Small Business,Male,Standard,Unmarried,Senior Manager,201062
1059,0,Salaried,Male,Deluxe,Married,Manager,201063
1060,0,Salaried,Male,Basic,Married,Executive,201064
1061,0,Salaried,Male,Deluxe,Divorced,Manager,201065
1062,0,Small Business,Female,Basic,Divorced,Executive,201066
1063,0,Small Business,Female,Deluxe,Divorced,Manager,201067
1064,1,Small Business,Male,Basic,Single,Executive,201068
1065,0,Salaried,Male,Basic,Married,Executive,201069
1066,1,Salaried,Male,Deluxe,Single,Manager,201070
1067,0,Small Business,Female,Deluxe,Divorced,Manager,201071
1068,1,Salaried,Female,Basic,Divorced,Executive,201072
1069,0,Salaried,Male,Deluxe,Divorced,Manager,201073
1070,0,Salaried,Male,Deluxe,Unmarried,Manager,201074
1071,0,Small Business,Male,Standard,Unmarried,Senior Manager,201075
1072,1,Small Business,Female,Super Deluxe,Married,AVP,201076
1073,0,Large Business,Male,Basic,Single,Executive,201077
1074,0,Salaried,Male,Super Deluxe,Divorced,AVP,201078
1075,0,Salaried,Female,Standard,Unmarried,Senior Manager,201079
1076,0,Salaried,Female,Super Deluxe,Divorced,AVP,201080
1077,0,Salaried,Fe Male,Standard,Unmarried,Senior Manager,201081
1078,0,Salaried,Male,Deluxe,Single,Manager,201082
1079,0,Salaried,Male,Basic,Single,Executive,201083
1080,0,Large Business,Male,Standard,Divorced,Senior Manager,201084
1081,1,Salaried,Female,Basic,Single,Executive,201085
1082,1,Small Business,Male,Super Deluxe,Single,AVP,201086
1083,0,Large Business,Male,Basic,Married,Executive,201087
1084,0,Small Business,Male,Basic,Married,Executive,201088
1085,0,Small Business,Male,Deluxe,Married,Manager,201089
1086,0,Salaried,Female,Deluxe,Married,Manager,201090
1087,0,Salaried,Male,Deluxe,Single,Manager,201091
1088,0,Large Business,Male,Basic,Married,Executive,201092
1089,1,Salaried,Male,Standard,Married,Senior Manager,201093
1090,0,Small Business,Male,Deluxe,Married,Manager,201094
1091,0,Salaried,Male,Deluxe,Married,Manager,201095
1092,0,Small Business,Male,Super Deluxe,Single,AVP,201096
1093,0,Large Business,Male,Basic,Married,Executive,201097
1094,1,Salaried,Male,Deluxe,Married,Manager,201098
1095,0,Large Business,Male,Standard,Married,Senior Manager,201099
1096,0,Salaried,Female,Basic,Married,Executive,201100
1097,0,Salaried,Female,Deluxe,Married,Manager,201101
1098,0,Salaried,Male,Basic,Single,Executive,201102
1099,0,Salaried,Female,Deluxe,Married,Manager,201103
1100,0,Salaried,Male,Basic,Married,Executive,201104
1101,0,Salaried,Male,Deluxe,Married,Manager,201105
1102,0,Salaried,Male,Deluxe,Married,Manager,201106
1103,1,Salaried,Male,Deluxe,Married,Manager,201107
1104,0,Small Business,Male,Basic,Single,Executive,201108
1105,0,Large Business,Male,Standard,Married,Senior Manager,201109
1106,0,Salaried,Female,Basic,Married,Executive,201110
1107,0,Large Business,Female,Standard,Married,Senior Manager,201111
1108,0,Small Business,Male,Deluxe,Married,Manager,201112
1109,1,Large Business,Male,Deluxe,Married,Manager,201113
1110,0,Salaried,Female,Basic,Married,Executive,201114
1111,0,Small Business,Male,Basic,Single,Executive,201115
1112,0,Small Business,Male,King,Married,VP,201116
1113,0,Salaried,Male,Deluxe,Married,Manager,201117
1114,0,Salaried,Female,Basic,Married,Executive,201118
1115,0,Salaried,Male,Deluxe,Married,Manager,201119
1116,0,Salaried,Female,Deluxe,Single,Manager,201120
1117,0,Salaried,Female,Deluxe,Unmarried,Manager,201121
1118,0,Small Business,Male,Basic,Single,Executive,201122
1119,0,Small Business,Female,Deluxe,Single,Manager,201123
1120,0,Small Business,Male,Standard,Married,Senior Manager,201124
1121,1,Salaried,Male,Deluxe,Married,Manager,201125
1122,0,Small Business,Male,King,Married,VP,201126
1123,0,Large Business,Male,Basic,Married,Executive,201127
1124,1,Salaried,Male,Deluxe,Married,Manager,201128
1125,0,Salaried,Male,King,Single,VP,201129
1126,0,Salaried,Male,Deluxe,Married,Manager,201130
1127,1,Large Business,Male,Deluxe,Married,Manager,201131
1128,0,Salaried,Female,Deluxe,Married,Manager,201132
1129,0,Large Business,Male,Basic,Married,Executive,201133
1130,0,Salaried,Male,Basic,Married,Executive,201134
1131,0,Salaried,Male,Super Deluxe,Single,AVP,201135
1132,0,Small Business,Male,Basic,Married,Executive,201136
1133,1,Salaried,Female,Basic,Married,Executive,201137
1134,1,Small Business,Male,Super Deluxe,Married,AVP,201138
1135,0,Salaried,Female,Basic,Married,Executive,201139
1136,0,Small Business,Female,King,Married,VP,201140
1137,0,Small Business,Male,Basic,Married,Executive,201141
1138,0,Small Business,Female,Deluxe,Single,Manager,201142
1139,1,Small Business,Male,Deluxe,Married,Manager,201143
1140,1,Salaried,Male,Deluxe,Single,Manager,201144
1141,0,Salaried,Female,Deluxe,Married,Manager,201145
1142,1,Salaried,Male,Deluxe,Married,Manager,201146
1143,0,Salaried,Female,Basic,Married,Executive,201147
1144,0,Small Business,Male,Deluxe,Married,Manager,201148
1145,0,Salaried,Male,Basic,Married,Executive,201149
1146,0,Salaried,Male,Deluxe,Married,Manager,201150
1147,0,Small Business,Female,Deluxe,Married,Manager,201151
1148,0,Small Business,Male,Basic,Single,Executive,201152
1149,1,Small Business,Female,Basic,Single,Executive,201153
1150,0,Salaried,Female,King,Married,VP,201154
1151,0,Small Business,Male,Deluxe,Married,Manager,201155
1152,0,Salaried,Female,Standard,Married,Senior Manager,201156
1153,1,Salaried,Female,Deluxe,Married,Manager,201157
1154,0,Salaried,Male,Deluxe,Married,Manager,201158
1155,1,Small Business,Female,Deluxe,Single,Manager,201159
1156,0,Salaried,Female,Deluxe,Married,Manager,201160
1157,0,Small Business,Female,Standard,Married,Senior Manager,201161
1158,0,Small Business,Male,Standard,Married,Senior Manager,201162
1159,0,Small Business,Female,Basic,Married,Executive,201163
1160,0,Salaried,Female,Standard,Unmarried,Senior Manager,201164
1161,1,Salaried,Male,Deluxe,Married,Manager,201165
1162,1,Small Business,Male,Super Deluxe,Married,AVP,201166
1163,0,Small Business,Male,Deluxe,Married,Manager,201167
1164,1,Large Business,Female,Basic,Single,Executive,201168
1165,0,Small Business,Female,Basic,Married,Executive,201169
1166,1,Small Business,Male,Basic,Single,Executive,201170
1167,0,Salaried,Male,Basic,Single,Executive,201171
1168,0,Small Business,Male,Deluxe,Single,Manager,201172
1169,0,Salaried,Female,Standard,Married,Senior Manager,201173
1170,1,Salaried,Male,Deluxe,Married,Manager,201174
1171,0,Small Business,Male,Deluxe,Married,Manager,201175
1172,0,Salaried,Female,Super Deluxe,Married,AVP,201176
1173,0,Salaried,Female,Standard,Married,Senior Manager,201177
1174,0,Small Business,Female,Basic,Single,Executive,201178
1175,0,Salaried,Female,Deluxe,Married,Manager,201179
1176,0,Salaried,Male,Basic,Single,Executive,201180
1177,0,Salaried,Female,Super Deluxe,Married,AVP,201181
1178,0,Small Business,Female,Deluxe,Married,Manager,201182
1179,0,Salaried,Male,Deluxe,Married,Manager,201183
1180,0,Small Business,Female,Super Deluxe,Married,AVP,201184
1181,0,Salaried,Male,Super Deluxe,Married,AVP,201185
1182,1,Salaried,Male,Deluxe,Single,Manager,201186
1183,1,Salaried,Male,Deluxe,Married,Manager,201187
1184,0,Small Business,Male,Deluxe,Married,Manager,201188
1185,0,Small Business,Male,Deluxe,Married,Manager,201189
1186,0,Small Business,Male,Deluxe,Married,Manager,201190
1187,0,Salaried,Female,Deluxe,Married,Manager,201191
1188,0,Small Business,Female,Basic,Married,Executive,201192
1189,1,Small Business,Female,Basic,Single,Executive,201193
1190,0,Salaried,Female,Super Deluxe,Married,AVP,201194
1191,0,Salaried,Male,Super Deluxe,Single,AVP,201195
1192,0,Salaried,Male,Standard,Unmarried,Senior Manager,201196
1193,0,Salaried,Male,Basic,Single,Executive,201197
1194,1,Salaried,Female,Deluxe,Married,Manager,201198
1195,0,Salaried,Male,Deluxe,Married,Manager,201199
1196,0,Salaried,Female,Basic,Married,Executive,201200
1197,0,Small Business,Male,Basic,Single,Executive,201201
1198,0,Small Business,Female,Basic,Married,Executive,201202
1199,0,Small Business,Male,Standard,Married,Senior Manager,201203
1200,1,Small Business,Female,Basic,Married,Executive,201204
1201,0,Salaried,Male,Basic,Single,Executive,201205
1202,1,Small Business,Male,Basic,Single,Executive,201206
1203,0,Large Business,Male,Basic,Married,Executive,201207
1204,0,Small Business,Male,Deluxe,Married,Manager,201208
1205,0,Small Business,Male,Standard,Married,Senior Manager,201209
1206,0,Small Business,Male,Basic,Married,Executive,201210
1207,1,Small Business,Male,Deluxe,Married,Manager,201211
1208,0,Salaried,Female,Basic,Married,Executive,201212
1209,0,Salaried,Male,Basic,Married,Executive,201213
1210,0,Salaried,Female,Standard,Married,Senior Manager,201214
1211,1,Small Business,Male,Basic,Single,Executive,201215
1212,0,Small Business,Male,Deluxe,Married,Manager,201216
1213,0,Small Business,Male,Basic,Married,Executive,201217
1214,0,Small Business,Male,Standard,Unmarried,Senior Manager,201218
1215,0,Small Business,Female,Basic,Married,Executive,201219
1216,0,Salaried,Female,Deluxe,Single,Manager,201220
1217,1,Salaried,Male,Standard,Married,Senior Manager,201221
1218,0,Salaried,Male,Basic,Married,Executive,201222
1219,1,Salaried,Male,Super Deluxe,Married,AVP,201223
1220,0,Small Business,Male,Basic,Married,Executive,201224
1221,0,Large Business,Female,Super Deluxe,Single,AVP,201225
1222,1,Salaried,Male,Basic,Married,Executive,201226
1223,0,Salaried,Male,Basic,Married,Executive,201227
1224,1,Salaried,Male,Deluxe,Married,Manager,201228
1225,0,Salaried,Female,Deluxe,Married,Manager,201229
1226,0,Small Business,Male,Basic,Married,Executive,201230
1227,0,Salaried,Male,Deluxe,Single,Manager,201231
1228,0,Salaried,Male,Deluxe,Married,Manager,201232
1229,0,Salaried,Male,Basic,Married,Executive,201233
1230,1,Small Business,Male,Deluxe,Married,Manager,201234
1231,0,Salaried,Male,Standard,Married,Senior Manager,201235
1232,0,Small Business,Male,Deluxe,Married,Manager,201236
1233,0,Salaried,Male,Deluxe,Unmarried,Manager,201237
1234,0,Small Business,Female,Basic,Single,Executive,201238
1235,1,Large Business,Female,Deluxe,Single,Manager,201239
1236,1,Salaried,Male,Deluxe,Married,Manager,201240
1237,0,Salaried,Male,Standard,Married,Senior Manager,201241
1238,0,Small Business,Male,King,Single,VP,201242
1239,0,Salaried,Female,Standard,Married,Senior Manager,201243
1240,1,Large Business,Female,Basic,Single,Executive,201244
1241,1,Small Business,Male,Basic,Married,Executive,201245
1242,1,Salaried,Female,Basic,Married,Executive,201246
1243,0,Large Business,Male,Deluxe,Married,Manager,201247
1244,0,Small Business,Female,Basic,Single,Executive,201248
1245,0,Small Business,Female,Basic,Single,Executive,201249
1246,1,Salaried,Male,Deluxe,Unmarried,Manager,201250
1247,0,Small Business,Male,Standard,Married,Senior Manager,201251
1248,0,Small Business,Male,Basic,Married,Executive,201252
1249,1,Small Business,Female,Deluxe,Single,Manager,201253
1250,0,Small Business,Female,Deluxe,Single,Manager,201254
1251,0,Salaried,Fe Male,Standard,Unmarried,Senior Manager,201255
1252,1,Small Business,Female,Basic,Married,Executive,201256
1253,0,Small Business,Male,Standard,Married,Senior Manager,201257
1254,0,Large Business,Female,Basic,Married,Executive,201258
1255,0,Salaried,Male,Deluxe,Married,Manager,201259
1256,1,Large Business,Male,Basic,Single,Executive,201260
1257,0,Small Business,Male,Deluxe,Married,Manager,201261
1258,1,Large Business,Male,Basic,Married,Executive,201262
1259,0,Small Business,Male,Basic,Married,Executive,201263
1260,0,Small Business,Male,King,Married,VP,201264
1261,1,Large Business,Male,Deluxe,Married,Manager,201265
1262,0,Salaried,Male,Basic,Married,Executive,201266
1263,1,Salaried,Male,Deluxe,Married,Manager,201267
1264,1,Small Business,Female,Super Deluxe,Married,AVP,201268
1265,0,Salaried,Male,Basic,Single,Executive,201269
1266,0,Salaried,Female,Deluxe,Single,Manager,201270
1267,0,Small Business,Male,Basic,Single,Executive,201271
1268,0,Salaried,Female,Basic,Married,Executive,201272
1269,0,Small Business,Female,Basic,Married,Executive,201273
1270,0,Small Business,Female,Deluxe,Married,Manager,201274
1271,0,Large Business,Female,Standard,Married,Senior Manager,201275
1272,0,Small Business,Male,Deluxe,Married,Manager,201276
1273,0,Small Business,Male,King,Married,VP,201277
1274,0,Salaried,Male,Standard,Married,Senior Manager,201278
1275,1,Small Business,Male,Basic,Married,Executive,201279
1276,0,Salaried,Male,Deluxe,Married,Manager,201280
1277,0,Salaried,Male,Deluxe,Single,Manager,201281
1278,0,Salaried,Male,Basic,Married,Executive,201282
1279,0,Salaried,Male,Basic,Married,Executive,201283
1280,0,Small Business,Male,Standard,Unmarried,Senior Manager,201284
1281,1,Salaried,Male,Deluxe,Unmarried,Manager,201285
1282,0,Salaried,Female,Basic,Married,Executive,201286
1283,0,Small Business,Male,Deluxe,Married,Manager,201287
1284,1,Small Business,Male,Deluxe,Married,Manager,201288
1285,1,Salaried,Male,Basic,Married,Executive,201289
1286,1,Salaried,Male,Deluxe,Married,Manager,201290
1287,0,Small Business,Male,Deluxe,Single,Manager,201291
1288,1,Salaried,Male,Deluxe,Married,Manager,201292
1289,1,Salaried,Male,Basic,Single,Executive,201293
1290,0,Salaried,Male,Deluxe,Unmarried,Manager,201294
1291,0,Small Business,Female,Standard,Married,Senior Manager,201295
1292,0,Small Business,Fe Male,Standard,Unmarried,Senior Manager,201296
1293,0,Small Business,Female,Basic,Married,Executive,201297
1294,0,Small Business,Female,Deluxe,Married,Manager,201298
1295,0,Salaried,Female,Deluxe,Married,Manager,201299
1296,0,Large Business,Male,Deluxe,Married,Manager,201300
1297,1,Small Business,Male,Super Deluxe,Married,AVP,201301
1298,0,Small Business,Male,Basic,Married,Executive,201302
1299,0,Salaried,Female,Standard,Married,Senior Manager,201303
1300,0,Salaried,Female,Deluxe,Married,Manager,201304
1301,0,Small Business,Female,Deluxe,Married,Manager,201305
1302,1,Small Business,Female,Standard,Married,Senior Manager,201306
1303,0,Small Business,Female,Basic,Married,Executive,201307
1304,0,Small Business,Female,Deluxe,Married,Manager,201308
1305,0,Small Business,Male,Deluxe,Single,Manager,201309
1306,1,Salaried,Male,Super Deluxe,Married,AVP,201310
1307,1,Small Business,Female,Basic,Single,Executive,201311
1308,0,Salaried,Male,Basic,Married,Executive,201312
1309,0,Salaried,Male,Basic,Married,Executive,201313
1310,1,Salaried,Female,Deluxe,Married,Manager,201314
1311,0,Salaried,Female,Deluxe,Married,Manager,201315
1312,1,Salaried,Male,Deluxe,Married,Manager,201316
1313,1,Salaried,Female,Basic,Single,Executive,201317
1314,1,Small Business,Male,Basic,Married,Executive,201318
1315,1,Small Business,Male,Deluxe,Single,Manager,201319
1316,1,Large Business,Male,Basic,Married,Executive,201320
1317,0,Salaried,Female,Basic,Single,Executive,201321
1318,0,Salaried,Male,Standard,Married,Senior Manager,201322
1319,1,Salaried,Male,Basic,Married,Executive,201323
1320,0,Salaried,Male,Deluxe,Married,Manager,201324
1321,0,Salaried,Male,Basic,Single,Executive,201325
1322,0,Small Business,Male,Deluxe,Unmarried,Manager,201326
1323,0,Large Business,Female,Super Deluxe,Married,AVP,201327
1324,0,Small Business,Female,Deluxe,Married,Manager,201328
1325,0,Small Business,Male,Basic,Married,Executive,201329
1326,0,Small Business,Female,King,Married,VP,201330
1327,0,Salaried,Male,King,Married,VP,201331
1328,1,Salaried,Male,Basic,Single,Executive,201332
1329,0,Salaried,Female,Standard,Married,Senior Manager,201333
1330,1,Salaried,Female,Basic,Married,Executive,201334
1331,0,Salaried,Male,Deluxe,Married,Manager,201335
1332,0,Large Business,Male,Basic,Married,Executive,201336
1333,0,Small Business,Female,Basic,Married,Executive,201337
1334,0,Small Business,Male,Basic,Single,Executive,201338
1335,0,Salaried,Male,Basic,Single,Executive,201339
1336,0,Large Business,Female,Deluxe,Married,Manager,201340
1337,0,Salaried,Male,Deluxe,Married,Manager,201341
1338,0,Salaried,Male,Standard,Married,Senior Manager,201342
1339,0,Salaried,Male,Basic,Single,Executive,201343
1340,0,Small Business,Male,Deluxe,Married,Manager,201344
1341,0,Salaried,Female,Deluxe,Married,Manager,201345
1342,0,Salaried,Female,Deluxe,Married,Manager,201346
1343,1,Salaried,Male,Deluxe,Single,Manager,201347
1344,0,Salaried,Male,Super Deluxe,Married,AVP,201348
1345,0,Salaried,Female,Basic,Married,Executive,201349
1346,0,Small Business,Female,Deluxe,Unmarried,Manager,201350
1347,1,Small Business,Female,Super Deluxe,Married,AVP,201351
1348,0,Salaried,Male,Deluxe,Married,Manager,201352
1349,1,Large Business,Male,Basic,Married,Executive,201353
1350,0,Salaried,Male,Basic,Single,Executive,201354
1351,0,Small Business,Male,Deluxe,Married,Manager,201355
