,TypeofContact_0,Occupation_0,Gender_0,ProductPitched_0,ProductPitched_1,MaritalStatus_0,Designation_0,Designation_1,CustomerID
660,1,1,1,0,2,1,0,2,200663
661,1,1,2,0,1,2,0,1,200664
662,1,1,1,0,2,1,0,2,200665
663,1,1,1,0,1,2,0,1,200666
664,1,1,1,0,2,3,0,2,200667
665,1,3,1,0,2,3,0,2,200668
666,1,3,2,0,2,2,0,2,200669
667,1,1,1,0,2,1,0,2,200670
668,1,1,2,0,2,3,0,2,200671
669,1,3,1,0,1,1,0,1,200672
670,1,1,2,0,2,1,0,2,200673
671,1,4,1,0,3,3,0,3,200674
672,1,1,2,0,2,2,0,2,200675
673,1,1,1,0,1,2,0,1,200676
674,1,1,1,0,3,2,0,3,200677
675,1,3,2,0,2,2,0,2,200678
676,2,3,1,0,1,2,0,1,200679
677,1,1,2,0,2,1,0,2,200680
678,1,4,1,0,3,2,0,3,200681
679,2,1,1,0,2,2,0,2,200682
680,1,3,2,0,2,2,0,2,200683
681,1,3,2,0,3,3,0,3,200684
682,2,3,2,0,1,1,0,1,200685
683,1,3,2,0,2,1,0,2,200686
684,1,3,2,0,2,1,0,2,200687
685,1,1,2,0,2,1,0,2,200688
686,1,4,2,0,2,1,0,2,200689
687,1,3,1,0,1,2,0,1,200690
688,2,3,2,0,2,3,0,2,200691
689,1,3,1,0,1,2,0,1,200692
690,1,1,2,0,3,2,0,3,200693
691,1,1,1,0,1,4,0,1,200694
692,1,1,2,0,3,2,0,3,200695
693,2,1,2,0,1,2,0,1,200696
694,2,4,1,0,2,2,0,2,200697
695,1,3,1,0,1,2,0,1,200698
696,1,1,2,0,4,2,0,4,200699
697,1,4,2,0,2,1,0,2,200700
698,1,3,2,0,4,3,0,4,200701
699,1,1,2,0,3,3,0,3,200702
700,2,4,1,0,1,1,0,1,200703
701,1,1,2,0,3,3,0,3,200704
702,1,1,2,0,3,4,0,3,200705
703,2,1,3,0,4,4,0,4,200706
704,2,3,2,0,1,3,0,1,200707
705,2,4,2,0,1,3,0,1,200708
706,2,3,2,0,2,1,0,2,200709
707,2,1,2,0,4,1,0,4,200710
708,1,1,1,0,2,1,0,2,200711
709,1,1,1,0,2,1,0,2,200712
710,1,3,1,0,2,3,0,2,200713
711,1,3,2,0,4,3,0,4,200714
712,2,1,1,0,1,2,0,1,200715
713,2,3,2,1,0,3,1,0,200716
714,1,4,1,0,2,2,0,2,200717
715,2,1,2,0,1,2,0,1,200718
716,1,1,1,0,1,1,0,1,200719
717,1,1,1,0,2,2,0,2,200720
718,1,1,2,0,4,2,0,4,200721
719,2,3,2,0,2,2,0,2,200722
720,1,3,2,0,3,3,0,3,200723
721,1,3,1,0,1,3,0,1,200724
722,1,1,2,0,2,3,0,2,200725
723,2,1,1,0,1,2,0,1,200726
724,2,1,2,0,2,1,0,2,200727
725,1,4,1,0,3,2,0,3,200728
726,1,3,1,0,3,3,0,3,200729
727,1,1,1,0,3,2,0,3,200730
728,1,3,1,0,2,1,0,2,200731
729,2,3,1,0,2,1,0,2,200732
730,1,3,2,0,1,2,0,1,200733
731,1,1,2,0,2,2,0,2,200734
732,1,1,2,0,1,1,0,1,200735
733,1,1,2,0,3,4,0,3,200736
734,1,3,1,0,1,1,0,1,200737
735,1,1,1,0,4,2,0,4,200738
736,1,1,1,0,1,2,0,1,200739
737,1,1,2,0,2,3,0,2,200740
738,1,3,2,1,0,2,1,0,200741
739,1,1,2,0,2,2,0,2,200742
740,1,1,1,0,4,1,0,4,200743
741,1,3,1,0,1,2,0,1,200744
742,2,3,2,0,1,2,0,1,200745
743,2,1,1,1,0,3,1,0,200746
744,1,1,2,0,1,4,0,1,200747
745,2,3,2,0,1,1,0,1,200748
746,1,3,1,1,0,2,1,0,200749
747,1,3,1,0,4,2,0,4,200750
748,2,1,1,0,1,2,0,1,200751
749,1,1,1,0,2,1,0,2,200752
750,2,3,3,0,3,4,0,3,200753
751,2,1,1,0,2,1,0,2,200754
752,1,1,1,0,4,2,0,4,200755
753,2,3,1,0,2,1,0,2,200756
754,1,3,2,0,1,3,0,1,200757
755,1,4,2,0,3,2,0,3,200758
756,1,3,2,0,2,1,0,2,200759
757,2,3,1,0,3,2,0,3,200760
758,1,1,2,0,1,3,0,1,200761
759,2,1,2,0,2,2,0,2,200762
760,1,1,1,0,2,2,0,2,200763
761,1,3,2,0,2,2,0,2,200764
762,2,1,2,0,2,2,0,2,200765
763,1,3,2,1,0,2,1,0,200766
764,1,1,1,0,1,1,0,1,200767
765,1,3,2,0,1,2,0,1,200768
766,2,3,1,0,2,3,0,2,200769
767,1,3,2,1,0,3,1,0,200770
768,1,1,1,0,3,2,0,3,200771
769,2,3,1,0,2,2,0,2,200772
770,1,3,3,0,3,4,0,3,200773
771,2,3,2,0,4,1,0,4,200774
772,1,3,2,0,3,3,0,3,200775
773,2,3,1,0,2,1,0,2,200776
774,1,1,1,0,2,1,0,2,200777
775,1,1,1,0,1,3,0,1,200778
776,1,1,2,0,2,2,0,2,200779
777,2,4,2,0,3,4,0,3,200780
778,1,3,2,0,2,2,0,2,200781
779,1,1,2,0,1,2,0,1,200782
780,1,4,1,0,2,2,0,2,200783
781,1,1,1,0,3,2,0,3,200784
782,1,4,2,0,3,2,0,3,200785
783,2,1,2,0,2,2,0,2,200786
784,2,1,2,0,3,2,0,3,200787
785,1,1,1,0,1,1,0,1,200788
786,1,3,2,0,3,2,0,3,200789
787,1,1,2,0,3,3,0,3,200790
788,1,4,2,0,3,4,0,3,200791
789,2,3,1,0,1,1,0,1,200792
790,1,1,2,0,2,3,0,2,200793
791,2,1,2,0,1,4,0,1,200794
792,1,1,1,0,1,3,0,1,200795
793,1,4,2,0,2,2,0,2,200796
794,1,3,2,0,2,3,0,2,200797
795,1,3,2,0,2,1,0,2,200798
796,1,3,2,0,4,2,0,4,200799
797,2,3,2,0,2,3,0,2,200800
798,2,1,2,0,1,1,0,1,200801
799,2,1,1,0,1,2,0,1,200802
800,2,1,2,0,2,2,0,2,200803
801,2,3,2,0,4,1,0,4,200804
802,2,1,1,0,1,2,0,1,200805
803,1,1,2,0,3,4,0,3,200806
804,1,3,2,0,3,3,0,3,200807
805,1,1,1,0,2,3,0,2,200808
806,1,3,1,0,3,3,0,3,200809
807,1,3,2,0,4,2,0,4,200810
808,1,3,2,0,3,4,0,3,200811
809,2,1,1,0,3,2,0,3,200812
810,2,1,2,0,4,3,0,4,200813
811,1,3,2,1,0,1,1,0,200814
812,1,4,1,0,2,1,0,2,200815
813,2,1,2,0,1,4,0,1,200817
814,2,1,2,0,2,2,0,2,200818
815,1,1,2,0,2,2,0,2,200819
816,2,3,2,0,1,3,0,1,200820
817,1,4,2,0,4,2,0,4,200821
818,2,1,2,0,1,1,0,1,200822
819,2,1,1,0,2,3,0,2,200823
820,1,3,2,0,1,1,0,1,200824
821,1,3,2,0,1,2,0,1,200825
822,1,1,2,0,2,2,0,2,200826
823,2,1,2,0,2,3,0,2,200827
824,2,3,2,0,2,1,0,2,200828
825,1,3,1,0,1,4,0,1,200829
826,1,1,2,0,2,2,0,2,200830
827,2,3,2,0,2,2,0,2,200831
828,1,3,1,0,1,3,0,1,200832
829,1,1,2,0,2,2,0,2,200833
830,1,1,1,0,1,2,0,1,200834
831,1,4,2,0,2,1,0,2,200835
832,1,1,1,0,3,2,0,3,200836
833,2,3,3,0,3,4,0,3,200837
834,2,1,2,0,4,1,0,4,200838
835,1,3,2,0,1,1,0,1,200839
836,1,3,2,0,2,2,0,2,200840
837,1,3,2,0,2,1,0,2,200841
838,1,1,1,0,2,2,0,2,200842
839,1,3,2,0,2,2,0,2,200843
840,1,3,2,0,1,2,0,1,200844
841,2,3,1,0,1,2,0,1,200845
842,1,1,2,0,3,3,0,3,200846
843,2,3,2,0,1,1,0,1,200847
844,2,1,2,0,2,2,0,2,200848
845,1,3,1,0,1,1,0,1,200849
846,2,1,1,0,2,3,0,2,200850
847,1,4,1,1,0,3,1,0,200851
848,1,3,1,0,2,2,0,2,200852
849,1,1,2,0,2,1,0,2,200853
850,1,3,1,0,2,2,0,2,200854
851,1,1,1,0,1,2,0,1,200855
852,1,1,2,0,2,1,0,2,200856
853,1,1,2,0,2,1,0,2,200857
854,1,3,1,1,0,3,1,0,200858
855,1,1,1,0,2,2,0,2,200859
856,2,1,2,0,2,2,0,2,200860
857,1,3,1,0,4,2,0,4,200861
858,2,1,2,0,2,1,0,2,200862
859,1,1,2,0,2,2,0,2,200863
860,2,1,2,0,2,3,0,2,200864
861,1,1,2,0,1,3,0,1,200865
862,2,3,2,0,1,2,0,1,200866
863,2,3,1,0,4,2,0,4,200867
864,1,3,2,0,2,2,0,2,200868
865,1,1,2,1,0,2,1,0,200869
866,1,1,2,0,1,2,0,1,200870
867,1,1,1,0,2,2,0,2,200871
868,2,3,1,0,1,2,0,1,200872
869,1,1,2,0,2,3,0,2,200873
870,1,1,2,0,1,3,0,1,200874
871,1,1,2,0,1,1,0,1,200875
872,1,3,2,0,2,1,0,2,200876
873,1,4,2,0,1,3,0,1,200877
874,2,3,2,0,1,2,0,1,200878
875,1,3,2,0,1,3,0,1,200879
876,2,1,1,0,2,2,0,2,200880
877,2,1,1,0,1,1,0,1,200881
878,1,4,1,0,3,3,0,3,200882
879,1,3,2,0,2,2,0,2,200883
880,1,4,1,0,1,3,0,1,200884
881,1,1,2,0,1,1,0,1,200885
882,1,3,2,0,2,2,0,2,200886
883,2,3,1,0,3,2,0,3,200887
884,2,3,1,0,3,2,0,3,200888
885,1,1,2,0,2,2,0,2,200889
886,2,1,1,0,3,3,0,3,200890
887,1,1,1,0,2,2,0,2,200891
888,2,3,1,0,2,1,0,2,200892
889,1,1,1,0,2,3,0,2,200893
890,1,1,2,0,4,2,0,4,200894
891,1,3,2,0,1,2,0,1,200895
892,1,3,1,0,1,4,0,1,200896
893,1,1,1,0,1,1,0,1,200897
894,1,1,2,1,0,2,1,0,200898
895,1,3,2,1,0,2,1,0,200899
896,2,4,2,0,2,2,0,2,200900
897,1,4,2,0,2,1,0,2,200901
898,1,1,2,0,2,3,0,2,200902
899,1,1,2,0,1,3,0,1,200903
900,1,1,2,1,0,1,1,0,200904
901,1,1,1,0,4,3,0,4,200905
902,1,4,1,0,2,2,0,2,200906
903,1,3,2,1,0,2,1,0,200907
904,1,3,2,0,3,3,0,3,200908
905,1,1,1,0,2,1,0,2,200909
906,1,1,2,0,2,2,0,2,200910
907,2,1,2,0,2,1,0,2,200911
908,1,1,2,0,2,1,0,2,200912
909,1,3,1,1,0,1,1,0,200913
910,2,3,2,0,4,3,0,4,200914
911,2,1,1,0,2,1,0,2,200915
912,1,3,1,1,0,2,1,0,200916
913,1,3,1,0,1,1,0,1,200917
914,2,1,2,1,0,3,1,0,200918
915,1,3,2,0,3,4,0,3,200919
916,2,3,1,0,1,3,0,1,200920
917,2,3,2,0,2,1,0,2,200921
918,1,1,2,1,0,3,1,0,200922
919,2,1,2,0,1,2,0,1,200923
920,1,1,2,0,2,2,0,2,200924
921,1,3,1,0,1,2,0,1,200925
922,1,3,3,0,3,4,0,3,200926
923,1,1,1,0,1,1,0,1,200927
924,1,3,1,0,3,2,0,3,200928
925,2,1,2,0,2,2,0,2,200929
926,2,3,1,0,2,1,0,2,200930
927,2,3,1,0,1,1,0,1,200931
928,1,4,1,0,2,3,0,2,200932
929,1,4,2,0,2,1,0,2,200933
930,1,3,1,0,2,1,0,2,200934
931,1,3,2,0,1,2,0,1,200935
932,2,3,1,1,0,1,1,0,200936
933,1,3,1,0,4,3,0,4,200937
934,1,1,2,0,2,3,0,2,200938
935,1,1,2,0,1,2,0,1,200939
936,1,3,2,0,2,1,0,2,200940
937,1,4,1,0,1,2,0,1,200941
938,1,4,1,0,3,2,0,3,200942
939,1,1,1,0,2,1,0,2,200943
940,2,1,1,0,1,2,0,1,200944
941,1,1,1,0,4,2,0,4,200945
942,1,3,2,0,3,4,0,3,200946
943,1,1,2,0,3,4,0,3,200947
944,1,3,1,0,3,2,0,3,200948
945,1,1,2,0,1,1,0,1,200949
946,2,1,1,0,3,3,0,3,200950
947,2,3,2,0,1,1,0,1,200951
948,2,1,1,0,2,1,0,2,200952
949,1,1,2,0,2,2,0,2,200953
950,2,1,2,0,4,2,0,4,200954
951,1,3,1,1,0,2,1,0,200955
952,1,1,2,1,0,1,1,0,200956
953,2,1,2,0,2,3,0,2,200957
954,1,1,2,0,3,3,0,3,200958
955,1,1,2,0,1,1,0,1,200959
956,2,3,1,0,1,3,0,1,200960
957,2,1,2,0,1,1,0,1,200961
958,1,1,2,0,4,3,0,4,200962
959,1,1,1,0,1,3,0,1,200963
960,1,3,1,0,1,1,0,1,200964
961,1,3,2,0,2,2,0,2,200965
962,1,3,1,0,3,2,0,3,200966
963,1,1,2,0,2,2,0,2,200967
964,2,3,1,0,1,2,0,1,200968
965,1,1,2,0,3,4,0,3,200969
966,1,3,1,0,2,2,0,2,200970
967,1,4,3,0,4,4,0,4,200971
968,2,1,1,0,2,1,0,2,200972
969,1,3,1,0,1,2,0,1,200973
970,2,1,2,0,1,1,0,1,200974
971,1,3,2,0,4,1,0,4,200975
972,1,1,2,0,4,2,0,4,200976
973,2,4,1,0,2,3,0,2,200977
974,1,3,1,0,1,3,0,1,200978
975,1,3,2,0,1,2,0,1,200979
976,2,1,1,0,2,1,0,2,200980
977,2,3,1,0,1,2,0,1,200981
978,2,1,2,0,2,3,0,2,200982
979,1,4,1,0,1,4,0,1,200983
980,1,1,2,0,1,2,0,1,200984
981,1,3,2,0,1,2,0,1,200985
982,1,1,2,0,1,2,0,1,200986
983,2,3,2,0,3,2,0,3,200987
984,2,1,1,0,1,3,0,1,200988
985,1,1,2,0,2,2,0,2,200989
986,2,1,2,0,1,2,0,1,200990
987,1,3,2,0,1,2,0,1,200991
988,2,1,2,0,3,2,0,3,200992
989,1,1,2,0,1,2,0,1,200993
990,2,3,1,0,4,2,0,4,200994
991,1,3,1,0,1,1,0,1,200995
992,1,3,1,0,1,2,0,1,200996
993,1,1,1,0,2,1,0,2,200997
994,1,3,2,0,2,1,0,2,200998
995,1,1,1,0,4,2,0,4,200999
996,1,1,1,0,2,2,0,2,201000
997,1,3,1,0,2,1,0,2,201001
998,2,1,2,0,3,4,0,3,201002
999,1,4,2,0,2,2,0,2,201003
1000,1,1,2,0,2,1,0,2,201004
1001,1,1,2,0,3,4,0,3,201005
1002,2,1,2,0,1,1,0,1,201006
1003,2,1,1,0,3,4,0,3,201007
1004,1,3,1,0,4,1,0,4,201008
1005,1,3,1,1,0,2,1,0,201009
1006,1,3,2,0,4,3,0,4,201010
1007,1,3,3,0,1,4,0,1,201011
1008,2,1,1,0,2,1,0,2,201012
1009,1,3,1,0,1,3,0,1,201013
1010,1,1,1,0,4,1,0,4,201014
1011,2,1,2,0,2,3,0,2,201015
1012,1,1,1,0,2,1,0,2,201016
1013,1,1,2,0,2,2,0,2,201017
1014,1,1,2,0,1,1,0,1,201018
1015,1,3,1,0,1,2,0,1,201019
1016,1,4,2,0,2,2,0,2,201020
1017,2,1,2,0,2,2,0,2,201021
1018,2,4,2,0,2,1,0,2,201022
1019,1,1,1,0,2,2,0,2,201023
1020,1,3,1,0,4,2,0,4,201024
1021,1,3,1,0,1,2,0,1,201025
1022,1,3,2,0,1,2,0,1,201026
1023,1,1,1,0,2,2,0,2,201027
1024,1,3,2,0,2,2,0,2,201028
1025,2,1,2,0,1,3,0,1,201029
1026,1,1,2,0,3,3,0,3,201030
1027,1,3,2,0,3,3,0,3,201031
1028,2,1,1,0,2,1,0,2,201032
1029,2,1,1,0,3,4,0,3,201033
1030,1,3,2,0,3,3,0,3,201034
1031,1,3,1,0,2,1,0,2,201035
1032,2,1,2,0,2,2,0,2,201036
1033,1,4,2,0,3,2,0,3,201037
1034,1,3,2,0,1,3,0,1,201038
1035,1,4,1,0,2,2,0,2,201039
1036,2,3,2,0,3,3,0,3,201040
1037,1,3,2,0,1,4,0,1,201041
1038,2,1,2,0,2,1,0,2,201042
1039,1,3,2,0,4,1,0,4,201043
1040,1,4,2,0,1,2,0,1,201044
1041,1,3,2,0,2,3,0,2,201045
1042,1,1,2,0,2,1,0,2,201046
1043,1,3,2,0,1,2,0,1,201047
1044,1,1,2,0,1,1,0,1,201048
1045,1,1,2,0,1,2,0,1,201049
1046,2,3,1,0,2,1,0,2,201050
1047,2,3,1,0,1,2,0,1,201051
1048,2,4,2,0,2,3,0,2,201052
1049,1,1,2,0,1,2,0,1,201053
1050,1,1,2,0,3,3,0,3,201054
1051,2,3,2,0,4,3,0,4,201055
1052,2,4,2,0,2,2,0,2,201056
1053,2,4,1,0,1,1,0,1,201057
1054,1,3,1,0,1,1,0,1,201058
1055,1,1,2,0,2,2,0,2,201059
1056,2,3,2,0,2,1,0,2,201060
1057,2,1,1,0,2,2,0,2,201061
1058,2,3,2,0,3,4,0,3,201062
1059,1,1,2,0,1,3,0,1,201063
1060,1,1,2,0,2,3,0,2,201064
1061,1,1,2,0,1,2,0,1,201065
1062,1,3,1,0,2,2,0,2,201066
1063,1,3,1,0,1,2,0,1,201067
1064,2,3,2,0,2,1,0,2,201068
1065,1,1,2,0,2,3,0,2,201069
1066,2,1,2,0,1,1,0,1,201070
1067,1,3,1,0,1,2,0,1,201071
1068,2,1,1,0,2,2,0,2,201072
1069,1,1,2,0,1,2,0,1,201073
1070,1,1,2,0,1,4,0,1,201074
1071,1,3,2,0,3,4,0,3,201075
1072,2,3,1,0,4,3,0,4,201076
1073,1,4,2,0,2,1,0,2,201077
1074,1,1,2,0,4,2,0,4,201078
1075,1,1,1,0,3,4,0,3,201079
1076,1,1,1,0,4,2,0,4,201080
1077,1,1,3,0,3,4,0,3,201081
1078,1,1,2,0,1,1,0,1,201082
1079,1,1,2,0,2,1,0,2,201083
1080,1,4,2,0,3,2,0,3,201084
1081,2,1,1,0,2,1,0,2,201085
1082,2,3,2,0,4,1,0,4,201086
1083,1,4,2,0,2,3,0,2,201087
1084,1,3,2,0,2,3,0,2,201088
1085,1,3,2,0,1,3,0,1,201089
1086,1,1,1,0,1,3,0,1,201090
1087,1,1,2,0,1,1,0,1,201091
1088,1,4,2,0,2,3,0,2,201092
1089,2,1,2,0,3,3,0,3,201093
1090,1,3,2,0,1,3,0,1,201094
1091,1,1,2,0,1,3,0,1,201095
1092,1,3,2,0,4,1,0,4,201096
1093,1,4,2,0,2,3,0,2,201097
1094,2,1,2,0,1,3,0,1,201098
1095,1,4,2,0,3,3,0,3,201099
1096,1,1,1,0,2,3,0,2,201100
1097,1,1,1,0,1,3,0,1,201101
1098,1,1,2,0,2,1,0,2,201102
1099,1,1,1,0,1,3,0,1,201103
1100,1,1,2,0,2,3,0,2,201104
1101,1,1,2,0,1,3,0,1,201105
1102,1,1,2,0,1,3,0,1,201106
1103,2,1,2,0,1,3,0,1,201107
1104,1,3,2,0,2,1,0,2,201108
1105,1,4,2,0,3,3,0,3,201109
1106,1,1,1,0,2,3,0,2,201110
1107,1,4,1,0,3,3,0,3,201111
1108,1,3,2,0,1,3,0,1,201112
1109,2,4,2,0,1,3,0,1,201113
1110,1,1,1,0,2,3,0,2,201114
1111,1,3,2,0,2,1,0,2,201115
1112,1,3,2,1,0,3,1,0,201116
1113,1,1,2,0,1,3,0,1,201117
1114,1,1,1,0,2,3,0,2,201118
1115,1,1,2,0,1,3,0,1,201119
1116,1,1,1,0,1,1,0,1,201120
1117,1,1,1,0,1,4,0,1,201121
1118,1,3,2,0,2,1,0,2,201122
1119,1,3,1,0,1,1,0,1,201123
1120,1,3,2,0,3,3,0,3,201124
1121,2,1,2,0,1,3,0,1,201125
1122,1,3,2,1,0,3,1,0,201126
1123,1,4,2,0,2,3,0,2,201127
1124,2,1,2,0,1,3,0,1,201128
1125,1,1,2,1,0,1,1,0,201129
1126,1,1,2,0,1,3,0,1,201130
1127,2,4,2,0,1,3,0,1,201131
1128,1,1,1,0,1,3,0,1,201132
1129,1,4,2,0,2,3,0,2,201133
1130,1,1,2,0,2,3,0,2,201134
1131,1,1,2,0,4,1,0,4,201135
1132,1,3,2,0,2,3,0,2,201136
1133,2,1,1,0,2,3,0,2,201137
1134,2,3,2,0,4,3,0,4,201138
1135,1,1,1,0,2,3,0,2,201139
1136,1,3,1,1,0,3,1,0,201140
1137,1,3,2,0,2,3,0,2,201141
1138,1,3,1,0,1,1,0,1,201142
1139,2,3,2,0,1,3,0,1,201143
1140,2,1,2,0,1,1,0,1,201144
1141,1,1,1,0,1,3,0,1,201145
1142,2,1,2,0,1,3,0,1,201146
1143,1,1,1,0,2,3,0,2,201147
1144,1,3,2,0,1,3,0,1,201148
1145,1,1,2,0,2,3,0,2,201149
1146,1,1,2,0,1,3,0,1,201150
1147,1,3,1,0,1,3,0,1,201151
1148,1,3,2,0,2,1,0,2,201152
1149,2,3,1,0,2,1,0,2,201153
1150,1,1,1,1,0,3,1,0,201154
1151,1,3,2,0,1,3,0,1,201155
1152,1,1,1,0,3,3,0,3,201156
1153,2,1,1,0,1,3,0,1,201157
1154,1,1,2,0,1,3,0,1,201158
1155,2,3,1,0,1,1,0,1,201159
1156,1,1,1,0,1,3,0,1,201160
1157,1,3,1,0,3,3,0,3,201161
1158,1,3,2,0,3,3,0,3,201162
1159,1,3,1,0,2,3,0,2,201163
1160,1,1,1,0,3,4,0,3,201164
1161,2,1,2,0,1,3,0,1,201165
1162,2,3,2,0,4,3,0,4,201166
1163,1,3,2,0,1,3,0,1,201167
1164,2,4,1,0,2,1,0,2,201168
1165,1,3,1,0,2,3,0,2,201169
1166,2,3,2,0,2,1,0,2,201170
1167,1,1,2,0,2,1,0,2,201171
1168,1,3,2,0,1,1,0,1,201172
1169,1,1,1,0,3,3,0,3,201173
1170,2,1,2,0,1,3,0,1,201174
1171,1,3,2,0,1,3,0,1,201175
1172,1,1,1,0,4,3,0,4,201176
1173,1,1,1,0,3,3,0,3,201177
1174,1,3,1,0,2,1,0,2,201178
1175,1,1,1,0,1,3,0,1,201179
1176,1,1,2,0,2,1,0,2,201180
1177,1,1,1,0,4,3,0,4,201181
1178,1,3,1,0,1,3,0,1,201182
1179,1,1,2,0,1,3,0,1,201183
1180,1,3,1,0,4,3,0,4,201184
1181,1,1,2,0,4,3,0,4,201185
1182,2,1,2,0,1,1,0,1,201186
1183,2,1,2,0,1,3,0,1,201187
1184,1,3,2,0,1,3,0,1,201188
1185,1,3,2,0,1,3,0,1,201189
1186,1,3,2,0,1,3,0,1,201190
1187,1,1,1,0,1,3,0,1,201191
1188,1,3,1,0,2,3,0,2,201192
1189,2,3,1,0,2,1,0,2,201193
1190,1,1,1,0,4,3,0,4,201194
1191,1,1,2,0,4,1,0,4,201195
1192,1,1,2,0,3,4,0,3,201196
1193,1,1,2,0,2,1,0,2,201197
1194,2,1,1,0,1,3,0,1,201198
1195,1,1,2,0,1,3,0,1,201199
1196,1,1,1,0,2,3,0,2,201200
1197,1,3,2,0,2,1,0,2,201201
1198,1,3,1,0,2,3,0,2,201202
1199,1,3,2,0,3,3,0,3,201203
1200,2,3,1,0,2,3,0,2,201204
1201,1,1,2,0,2,1,0,2,201205
1202,2,3,2,0,2,1,0,2,201206
1203,1,4,2,0,2,3,0,2,201207
1204,1,3,2,0,1,3,0,1,201208
1205,1,3,2,0,3,3,0,3,201209
1206,1,3,2,0,2,3,0,2,201210
1207,2,3,2,0,1,3,0,1,201211
1208,1,1,1,0,2,3,0,2,201212
1209,1,1,2,0,2,3,0,2,201213
1210,1,1,1,0,3,3,0,3,201214
1211,2,3,2,0,2,1,0,2,201215
1212,1,3,2,0,1,3,0,1,201216
1213,1,3,2,0,2,3,0,2,201217
1214,1,3,2,0,3,4,0,3,201218
1215,1,3,1,0,2,3,0,2,201219
1216,1,1,1,0,1,1,0,1,201220
1217,2,1,2,0,3,3,0,3,201221
1218,1,1,2,0,2,3,0,2,201222
1219,2,1,2,0,4,3,0,4,201223
1220,1,3,2,0,2,3,0,2,201224
1221,1,4,1,0,4,1,0,4,201225
1222,2,1,2,0,2,3,0,2,201226
1223,1,1,2,0,2,3,0,2,201227
1224,2,1,2,0,1,3,0,1,201228
1225,1,1,1,0,1,3,0,1,201229
1226,1,3,2,0,2,3,0,2,201230
1227,1,1,2,0,1,1,0,1,201231
1228,1,1,2,0,1,3,0,1,201232
1229,1,1,2,0,2,3,0,2,201233
1230,2,3,2,0,1,3,0,1,201234
1231,1,1,2,0,3,3,0,3,201235
1232,1,3,2,0,1,3,0,1,201236
1233,1,1,2,0,1,4,0,1,201237
1234,1,3,1,0,2,1,0,2,201238
1235,2,4,1,0,1,1,0,1,201239
1236,2,1,2,0,1,3,0,1,201240
1237,1,1,2,0,3,3,0,3,201241
1238,1,3,2,1,0,1,1,0,201242
1239,1,1,1,0,3,3,0,3,201243
1240,2,4,1,0,2,1,0,2,201244
1241,2,3,2,0,2,3,0,2,201245
1242,2,1,1,0,2,3,0,2,201246
1243,1,4,2,0,1,3,0,1,201247
1244,1,3,1,0,2,1,0,2,201248
1245,1,3,1,0,2,1,0,2,201249
1246,2,1,2,0,1,4,0,1,201250
1247,1,3,2,0,3,3,0,3,201251
1248,1,3,2,0,2,3,0,2,201252
1249,2,3,1,0,1,1,0,1,201253
1250,1,3,1,0,1,1,0,1,201254
1251,1,1,3,0,3,4,0,3,201255
1252,2,3,1,0,2,3,0,2,201256
1253,1,3,2,0,3,3,0,3,201257
1254,1,4,1,0,2,3,0,2,201258
1255,1,1,2,0,1,3,0,1,201259
1256,2,4,2,0,2,1,0,2,201260
1257,1,3,2,0,1,3,0,1,201261
1258,2,4,2,0,2,3,0,2,201262
1259,1,3,2,0,2,3,0,2,201263
1260,1,3,2,1,0,3,1,0,201264
1261,2,4,2,0,1,3,0,1,201265
1262,1,1,2,0,2,3,0,2,201266
1263,2,1,2,0,1,3,0,1,201267
1264,2,3,1,0,4,3,0,4,201268
1265,1,1,2,0,2,1,0,2,201269
1266,1,1,1,0,1,1,0,1,201270
1267,1,3,2,0,2,1,0,2,201271
1268,1,1,1,0,2,3,0,2,201272
1269,1,3,1,0,2,3,0,2,201273
1270,1,3,1,0,1,3,0,1,201274
1271,1,4,1,0,3,3,0,3,201275
1272,1,3,2,0,1,3,0,1,201276
1273,1,3,2,1,0,3,1,0,201277
1274,1,1,2,0,3,3,0,3,201278
1275,2,3,2,0,2,3,0,2,201279
1276,1,1,2,0,1,3,0,1,201280
1277,1,1,2,0,1,1,0,1,201281
1278,1,1,2,0,2,3,0,2,201282
1279,1,1,2,0,2,3,0,2,201283
1280,1,3,2,0,3,4,0,3,201284
1281,2,1,2,0,1,4,0,1,201285
1282,1,1,1,0,2,3,0,2,201286
1283,1,3,2,0,1,3,0,1,201287
1284,2,3,2,0,1,3,0,1,201288
1285,2,1,2,0,2,3,0,2,201289
1286,2,1,2,0,1,3,0,1,201290
1287,1,3,2,0,1,1,0,1,201291
1288,2,1,2,0,1,3,0,1,201292
1289,2,1,2,0,2,1,0,2,201293
1290,1,1,2,0,1,4,0,1,201294
1291,1,3,1,0,3,3,0,3,201295
1292,1,3,3,0,3,4,0,3,201296
1293,1,3,1,0,2,3,0,2,201297
1294,1,3,1,0,1,3,0,1,201298
1295,1,1,1,0,1,3,0,1,201299
1296,1,4,2,0,1,3,0,1,201300
1297,2,3,2,0,4,3,0,4,201301
1298,1,3,2,0,2,3,0,2,201302
1299,1,1,1,0,3,3,0,3,201303
1300,1,1,1,0,1,3,0,1,201304
1301,1,3,1,0,1,3,0,1,201305
1302,2,3,1,0,3,3,0,3,201306
1303,1,3,1,0,2,3,0,2,201307
1304,1,3,1,0,1,3,0,1,201308
1305,1,3,2,0,1,1,0,1,201309
1306,2,1,2,0,4,3,0,4,201310
1307,2,3,1,0,2,1,0,2,201311
