,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,CustomerID
662,0,1,0,0,2,0,1,2,200665
663,1,1,0,0,0,1,1,2,200666
664,0,1,0,0,2,1,0,2,200667
665,0,0,0,0,2,2,0,2,200668
666,0,0,0,0,2,3,0,1,200669
667,0,1,0,0,2,0,1,2,200670
668,0,1,0,0,2,2,0,1,200671
669,1,0,0,0,0,1,2,2,200672
670,0,1,0,0,2,1,1,1,200673
671,0,0,0,1,1,1,0,3,200674
672,0,1,0,0,2,2,0,1,200675
673,1,1,0,0,0,1,1,2,200676
674,0,1,0,1,0,1,0,3,200677
675,0,0,0,0,2,3,0,1,200678
676,1,1,0,0,0,2,1,1,200679
677,0,1,0,0,2,1,1,1,200680
678,0,0,0,1,1,1,0,3,200681
679,0,2,0,0,2,1,0,1,200682
680,0,0,0,0,2,3,0,1,200683
681,0,0,0,1,0,3,0,2,200684
682,1,1,0,0,0,2,2,0,200685
683,0,0,0,0,2,2,1,1,200686
684,0,0,0,0,2,2,1,1,200687
685,0,1,0,0,2,1,1,1,200688
686,0,0,0,0,3,1,1,1,200689
687,1,0,0,0,0,2,1,2,200690
688,0,1,0,0,2,3,0,0,200691
689,1,0,0,0,0,2,1,2,200692
690,0,1,0,1,0,2,0,2,200693
691,1,1,0,0,0,0,2,2,200694
692,0,1,0,1,0,2,0,2,200695
693,1,2,0,0,0,2,1,0,200696
694,0,1,0,0,3,1,0,1,200697
695,1,0,0,0,0,2,1,2,200698
696,0,1,1,0,1,2,0,1,200699
697,0,0,0,0,3,1,1,1,200700
698,0,0,1,0,1,3,0,1,200701
699,0,1,0,1,0,2,0,2,200702
700,1,1,0,0,1,0,2,1,200703
701,0,1,0,1,0,2,0,2,200704
702,0,1,0,1,0,1,1,2,200705
703,0,2,2,0,1,0,1,0,200706
704,1,1,0,0,0,3,1,0,200707
705,1,1,0,0,1,2,1,0,200708
706,0,1,0,0,2,2,1,0,200709
707,0,2,1,0,1,1,1,0,200710
708,0,1,0,0,2,0,1,2,200711
709,0,1,0,0,2,0,1,2,200712
710,0,0,0,0,2,2,0,2,200713
711,0,0,1,0,1,3,0,1,200714
712,1,2,0,0,0,1,1,1,200715
713,0,1,0,0,0,4,1,0,200716
714,0,0,0,0,3,1,0,2,200717
715,1,2,0,0,0,2,1,0,200718
716,1,1,0,0,0,0,2,2,200719
717,0,1,0,0,2,1,0,2,200720
718,0,1,1,0,1,2,0,1,200721
719,0,1,0,0,2,3,0,0,200722
720,0,0,0,1,0,3,0,2,200723
721,1,0,0,0,0,2,1,2,200724
722,0,1,0,0,2,2,0,1,200725
723,1,2,0,0,0,1,1,1,200726
724,0,2,0,0,2,1,1,0,200727
725,0,0,0,1,1,1,0,3,200728
726,0,0,0,1,0,2,0,3,200729
727,0,1,0,1,0,1,0,3,200730
728,0,0,0,0,2,1,1,2,200731
729,0,1,0,0,2,1,1,1,200732
730,1,0,0,0,0,3,1,1,200733
731,0,1,0,0,2,2,0,1,200734
732,1,1,0,0,0,1,2,1,200735
733,0,1,0,1,0,1,1,2,200736
734,1,0,0,0,0,1,2,2,200737
735,0,1,1,0,1,1,0,2,200738
736,1,1,0,0,0,1,1,2,200739
737,0,1,0,0,2,2,0,1,200740
738,0,0,0,0,0,4,1,1,200741
739,0,1,0,0,2,2,0,1,200742
740,0,1,1,0,1,0,1,2,200743
741,1,0,0,0,0,2,1,2,200744
742,1,1,0,0,0,3,1,0,200745
743,0,2,0,0,0,2,1,1,200746
744,1,1,0,0,0,1,2,1,200747
745,1,1,0,0,0,2,2,0,200748
746,0,0,0,0,0,3,1,2,200749
747,0,0,1,0,1,2,0,2,200750
748,1,2,0,0,0,1,1,1,200751
749,0,1,0,0,2,0,1,2,200752
750,0,1,1,1,0,1,1,1,200753
751,0,2,0,0,2,0,1,1,200754
752,0,1,1,0,1,1,0,2,200755
753,0,1,0,0,2,1,1,1,200756
754,1,0,0,0,0,3,1,1,200757
755,0,0,0,1,1,2,0,2,200758
756,0,0,0,0,2,2,1,1,200759
757,0,1,0,1,0,2,0,2,200760
758,1,1,0,0,0,2,1,1,200761
759,0,2,0,0,2,2,0,0,200762
760,0,1,0,0,2,1,0,2,200763
761,0,0,0,0,2,3,0,1,200764
762,0,2,0,0,2,2,0,0,200765
763,0,0,0,0,0,4,1,1,200766
764,1,1,0,0,0,0,2,2,200767
765,1,0,0,0,0,3,1,1,200768
766,0,1,0,0,2,2,0,1,200769
767,0,0,0,0,0,4,1,1,200770
768,0,1,0,1,0,1,0,3,200771
769,0,1,0,0,2,2,0,1,200772
770,0,0,1,1,0,1,1,2,200773
771,0,1,1,0,1,2,1,0,200774
772,0,0,0,1,0,3,0,2,200775
773,0,1,0,0,2,1,1,1,200776
774,0,1,0,0,2,0,1,2,200777
775,1,1,0,0,0,1,1,2,200778
776,0,1,0,0,2,2,0,1,200779
777,0,1,0,1,1,1,1,1,200780
778,0,0,0,0,2,3,0,1,200781
779,1,1,0,0,0,2,1,1,200782
780,0,0,0,0,3,1,0,2,200783
781,0,1,0,1,0,1,0,3,200784
782,0,0,0,1,1,2,0,2,200785
783,0,2,0,0,2,2,0,0,200786
784,0,2,0,1,0,2,0,1,200787
785,1,1,0,0,0,0,2,2,200788
786,0,0,0,1,0,3,0,2,200789
787,0,1,0,1,0,2,0,2,200790
788,0,0,0,1,1,1,1,2,200791
789,1,1,0,0,0,1,2,1,200792
790,0,1,0,0,2,2,0,1,200793
791,1,2,0,0,0,1,2,0,200794
792,1,1,0,0,0,1,1,2,200795
793,0,0,0,0,3,2,0,1,200796
794,0,0,0,0,2,3,0,1,200797
795,0,0,0,0,2,2,1,1,200798
796,0,0,1,0,1,3,0,1,200799
797,0,1,0,0,2,3,0,0,200800
798,1,2,0,0,0,1,2,0,200801
799,1,2,0,0,0,1,1,1,200802
800,0,2,0,0,2,2,0,0,200803
801,0,1,1,0,1,2,1,0,200804
802,1,2,0,0,0,1,1,1,200805
803,0,1,0,1,0,1,1,2,200806
804,0,0,0,1,0,3,0,2,200807
805,0,1,0,0,2,1,0,2,200808
806,0,0,0,1,0,2,0,3,200809
807,0,0,1,0,1,3,0,1,200810
808,0,0,0,1,0,2,1,2,200811
809,0,2,0,1,0,1,0,2,200812
810,0,2,1,0,1,2,0,0,200813
811,0,0,0,0,0,3,2,1,200814
812,0,0,0,0,3,0,1,2,200815
813,1,2,0,0,0,1,2,0,200817
814,0,2,0,0,2,2,0,0,200818
815,0,1,0,0,2,2,0,1,200819
816,1,1,0,0,0,3,1,0,200820
817,0,0,1,0,2,2,0,1,200821
818,1,2,0,0,0,1,2,0,200822
819,0,2,0,0,2,1,0,1,200823
820,1,0,0,0,0,2,2,1,200824
821,1,0,0,0,0,3,1,1,200825
822,0,1,0,0,2,2,0,1,200826
823,0,2,0,0,2,2,0,0,200827
824,0,1,0,0,2,2,1,0,200828
825,1,0,0,0,0,1,2,2,200829
826,0,1,0,0,2,2,0,1,200830
827,0,1,0,0,2,3,0,0,200831
828,1,0,0,0,0,2,1,2,200832
829,0,1,0,0,2,2,0,1,200833
830,1,1,0,0,0,1,1,2,200834
831,0,0,0,0,3,1,1,1,200835
832,0,1,0,1,0,1,0,3,200836
833,0,1,1,1,0,1,1,1,200837
834,0,2,1,0,1,1,1,0,200838
835,1,0,0,0,0,2,2,1,200839
836,0,0,0,0,2,3,0,1,200840
837,0,0,0,0,2,2,1,1,200841
838,0,1,0,0,2,1,0,2,200842
839,0,0,0,0,2,3,0,1,200843
840,1,0,0,0,0,3,1,1,200844
841,1,1,0,0,0,2,1,1,200845
842,0,1,0,1,0,2,0,2,200846
843,1,1,0,0,0,2,2,0,200847
844,0,2,0,0,2,2,0,0,200848
845,1,0,0,0,0,1,2,2,200849
846,0,2,0,0,2,1,0,1,200850
847,0,0,0,0,1,2,1,2,200851
848,0,0,0,0,2,2,0,2,200852
849,0,1,0,0,2,1,1,1,200853
850,0,0,0,0,2,2,0,2,200854
851,1,1,0,0,0,1,1,2,200855
852,0,1,0,0,2,1,1,1,200856
853,0,1,0,0,2,1,1,1,200857
854,0,0,0,0,0,3,1,2,200858
855,0,1,0,0,2,1,0,2,200859
856,0,2,0,0,2,2,0,0,200860
857,0,0,1,0,1,2,0,2,200861
858,0,2,0,0,2,1,1,0,200862
859,0,1,0,0,2,2,0,1,200863
860,0,2,0,0,2,2,0,0,200864
861,1,1,0,0,0,2,1,1,200865
862,1,1,0,0,0,3,1,0,200866
863,0,1,1,0,1,2,0,1,200867
864,0,0,0,0,2,3,0,1,200868
865,0,1,0,0,0,3,1,1,200869
866,1,1,0,0,0,2,1,1,200870
867,0,1,0,0,2,1,0,2,200871
868,1,1,0,0,0,2,1,1,200872
869,0,1,0,0,2,2,0,1,200873
870,1,1,0,0,0,2,1,1,200874
871,1,1,0,0,0,1,2,1,200875
872,0,0,0,0,2,2,1,1,200876
873,1,0,0,0,1,2,1,1,200877
874,1,1,0,0,0,3,1,0,200878
875,1,0,0,0,0,3,1,1,200879
876,0,2,0,0,2,1,0,1,200880
877,1,2,0,0,0,0,2,1,200881
878,0,0,0,1,1,1,0,3,200882
879,0,0,0,0,2,3,0,1,200883
880,1,0,0,0,1,1,1,2,200884
881,1,1,0,0,0,1,2,1,200885
882,0,0,0,0,2,3,0,1,200886
883,0,1,0,1,0,2,0,2,200887
884,0,1,0,1,0,2,0,2,200888
885,0,1,0,0,2,2,0,1,200889
886,0,2,0,1,0,1,0,2,200890
887,0,1,0,0,2,1,0,2,200891
888,0,1,0,0,2,1,1,1,200892
889,0,1,0,0,2,1,0,2,200893
890,0,1,1,0,1,2,0,1,200894
891,1,0,0,0,0,3,1,1,200895
892,1,0,0,0,0,1,2,2,200896
893,1,1,0,0,0,0,2,2,200897
894,0,1,0,0,0,3,1,1,200898
895,0,0,0,0,0,4,1,1,200899
896,0,1,0,0,3,2,0,0,200900
897,0,0,0,0,3,1,1,1,200901
898,0,1,0,0,2,2,0,1,200902
899,1,1,0,0,0,2,1,1,200903
900,0,1,0,0,0,2,2,1,200904
901,0,1,1,0,1,1,0,2,200905
902,0,0,0,0,3,1,0,2,200906
903,0,0,0,0,0,4,1,1,200907
904,0,0,0,1,0,3,0,2,200908
905,0,1,0,0,2,0,1,2,200909
906,0,1,0,0,2,2,0,1,200910
907,0,2,0,0,2,1,1,0,200911
908,0,1,0,0,2,1,1,1,200912
909,0,0,0,0,0,2,2,2,200913
910,0,1,1,0,1,3,0,0,200914
911,0,2,0,0,2,0,1,1,200915
912,0,0,0,0,0,3,1,2,200916
913,1,0,0,0,0,1,2,2,200917
914,0,2,0,0,0,3,1,0,200918
915,0,0,0,1,0,2,1,2,200919
916,1,1,0,0,0,2,1,1,200920
917,0,1,0,0,2,2,1,0,200921
918,0,1,0,0,0,3,1,1,200922
919,1,2,0,0,0,2,1,0,200923
920,0,1,0,0,2,2,0,1,200924
921,1,0,0,0,0,2,1,2,200925
922,0,0,1,1,0,1,1,2,200926
923,1,1,0,0,0,0,2,2,200927
924,0,0,0,1,0,2,0,3,200928
925,0,2,0,0,2,2,0,0,200929
926,0,1,0,0,2,1,1,1,200930
927,1,1,0,0,0,1,2,1,200931
928,0,0,0,0,3,1,0,2,200932
929,0,0,0,0,3,1,1,1,200933
930,0,0,0,0,2,1,1,2,200934
931,1,0,0,0,0,3,1,1,200935
932,0,1,0,0,0,2,2,1,200936
933,0,0,1,0,1,2,0,2,200937
934,0,1,0,0,2,2,0,1,200938
935,1,1,0,0,0,2,1,1,200939
936,0,0,0,0,2,2,1,1,200940
937,1,0,0,0,1,1,1,2,200941
938,0,0,0,1,1,1,0,3,200942
939,0,1,0,0,2,0,1,2,200943
940,1,2,0,0,0,1,1,1,200944
941,0,1,1,0,1,1,0,2,200945
942,0,0,0,1,0,2,1,2,200946
943,0,1,0,1,0,1,1,2,200947
944,0,0,0,1,0,2,0,3,200948
945,1,1,0,0,0,1,2,1,200949
946,0,2,0,1,0,1,0,2,200950
947,1,1,0,0,0,2,2,0,200951
948,0,2,0,0,2,0,1,1,200952
949,0,1,0,0,2,2,0,1,200953
950,0,2,1,0,1,2,0,0,200954
951,0,0,0,0,0,3,1,2,200955
952,0,1,0,0,0,2,2,1,200956
953,0,2,0,0,2,2,0,0,200957
954,0,1,0,1,0,2,0,2,200958
955,1,1,0,0,0,1,2,1,200959
956,1,1,0,0,0,2,1,1,200960
957,1,2,0,0,0,1,2,0,200961
958,0,1,1,0,1,2,0,1,200962
959,1,1,0,0,0,1,1,2,200963
960,1,0,0,0,0,1,2,2,200964
961,0,0,0,0,2,3,0,1,200965
962,0,0,0,1,0,2,0,3,200966
963,0,1,0,0,2,2,0,1,200967
964,1,1,0,0,0,2,1,1,200968
965,0,1,0,1,0,1,1,2,200969
966,0,0,0,0,2,2,0,2,200970
967,0,0,2,0,2,0,1,1,200971
968,0,2,0,0,2,0,1,1,200972
969,1,0,0,0,0,2,1,2,200973
970,1,2,0,0,0,1,2,0,200974
971,0,0,1,0,1,2,1,1,200975
972,0,1,1,0,1,2,0,1,200976
973,0,1,0,0,3,1,0,1,200977
974,1,0,0,0,0,2,1,2,200978
975,1,0,0,0,0,3,1,1,200979
976,0,2,0,0,2,0,1,1,200980
977,1,1,0,0,0,2,1,1,200981
978,0,2,0,0,2,2,0,0,200982
979,1,0,0,0,1,0,2,2,200983
980,1,1,0,0,0,2,1,1,200984
981,1,0,0,0,0,3,1,1,200985
982,1,1,0,0,0,2,1,1,200986
983,0,1,0,1,0,3,0,1,200987
984,1,2,0,0,0,1,1,1,200988
985,0,1,0,0,2,2,0,1,200989
986,1,2,0,0,0,2,1,0,200990
987,1,0,0,0,0,3,1,1,200991
988,0,2,0,1,0,2,0,1,200992
989,1,1,0,0,0,2,1,1,200993
990,0,1,1,0,1,2,0,1,200994
991,1,0,0,0,0,1,2,2,200995
992,1,0,0,0,0,2,1,2,200996
993,0,1,0,0,2,0,1,2,200997
994,0,0,0,0,2,2,1,1,200998
995,0,1,1,0,1,1,0,2,200999
996,0,1,0,0,2,1,0,2,201000
997,0,0,0,0,2,1,1,2,201001
998,0,2,0,1,0,1,1,1,201002
999,0,0,0,0,3,2,0,1,201003
1000,0,1,0,0,2,1,1,1,201004
1001,0,1,0,1,0,1,1,2,201005
1002,1,2,0,0,0,1,2,0,201006
1003,0,2,0,1,0,0,1,2,201007
1004,0,0,1,0,1,1,1,2,201008
1005,0,0,0,0,0,3,1,2,201009
1006,0,0,1,0,1,3,0,1,201010
1007,1,0,1,0,0,1,2,1,201011
1008,0,2,0,0,2,0,1,1,201012
1009,1,0,0,0,0,2,1,2,201013
1010,0,1,1,0,1,0,1,2,201014
1011,0,2,0,0,2,2,0,0,201015
1012,0,1,0,0,2,0,1,2,201016
1013,0,1,0,0,2,2,0,1,201017
1014,1,1,0,0,0,1,2,1,201018
1015,1,0,0,0,0,2,1,2,201019
1016,0,0,0,0,3,2,0,1,201020
1017,0,2,0,0,2,2,0,0,201021
1018,0,1,0,0,3,1,1,0,201022
1019,0,1,0,0,2,1,0,2,201023
1020,0,0,1,0,1,2,0,2,201024
1021,1,0,0,0,0,2,1,2,201025
1022,1,0,0,0,0,3,1,1,201026
1023,0,1,0,0,2,1,0,2,201027
1024,0,0,0,0,2,3,0,1,201028
1025,1,2,0,0,0,2,1,0,201029
1026,0,1,0,1,0,2,0,2,201030
1027,0,0,0,1,0,3,0,2,201031
1028,0,2,0,0,2,0,1,1,201032
1029,0,2,0,1,0,0,1,2,201033
1030,0,0,0,1,0,3,0,2,201034
1031,0,0,0,0,2,1,1,2,201035
1032,0,2,0,0,2,2,0,0,201036
1033,0,0,0,1,1,2,0,2,201037
1034,1,0,0,0,0,3,1,1,201038
1035,0,0,0,0,3,1,0,2,201039
1036,0,1,0,1,0,3,0,1,201040
1037,1,0,0,0,0,2,2,1,201041
1038,0,2,0,0,2,1,1,0,201042
1039,0,0,1,0,1,2,1,1,201043
1040,1,0,0,0,1,2,1,1,201044
1041,0,0,0,0,2,3,0,1,201045
1042,0,1,0,0,2,1,1,1,201046
1043,1,0,0,0,0,3,1,1,201047
1044,1,1,0,0,0,1,2,1,201048
1045,1,1,0,0,0,2,1,1,201049
1046,0,1,0,0,2,1,1,1,201050
1047,1,1,0,0,0,2,1,1,201051
1048,0,1,0,0,3,2,0,0,201052
1049,1,1,0,0,0,2,1,1,201053
1050,0,1,0,1,0,2,0,2,201054
1051,0,1,1,0,1,3,0,0,201055
1052,0,1,0,0,3,2,0,0,201056
1053,1,1,0,0,1,0,2,1,201057
1054,1,0,0,0,0,1,2,2,201058
1055,0,1,0,0,2,2,0,1,201059
1056,0,1,0,0,2,2,1,0,201060
1057,0,2,0,0,2,1,0,1,201061
1058,0,1,0,1,0,2,1,1,201062
1059,1,1,0,0,0,2,1,1,201063
1060,0,1,0,0,2,2,0,1,201064
1061,1,1,0,0,0,2,1,1,201065
1062,0,0,0,0,2,2,0,2,201066
1063,1,0,0,0,0,2,1,2,201067
1064,0,1,0,0,2,2,1,0,201068
1065,0,1,0,0,2,2,0,1,201069
1066,1,2,0,0,0,1,2,0,201070
1067,1,0,0,0,0,2,1,2,201071
1068,0,2,0,0,2,1,0,1,201072
1069,1,1,0,0,0,2,1,1,201073
1070,1,1,0,0,0,1,2,1,201074
1071,0,0,0,1,0,2,1,2,201075
1072,0,1,1,0,1,2,0,1,201076
1073,0,0,0,0,3,1,1,1,201077
1074,0,1,1,0,1,2,0,1,201078
1075,0,1,0,1,0,0,1,3,201079
1076,0,1,1,0,1,1,0,2,201080
1077,0,1,1,1,0,0,1,2,201081
1078,1,1,0,0,0,1,2,1,201082
1079,0,1,0,0,2,1,1,1,201083
1080,0,0,0,1,1,2,0,2,201084
1081,0,2,0,0,2,0,1,1,201085
1082,0,1,1,0,1,2,1,0,201086
1083,0,0,0,0,3,2,0,1,201087
1084,0,0,0,0,2,3,0,1,201088
1085,1,0,0,0,0,3,1,1,201089
1086,1,1,0,0,0,1,1,2,201090
1087,1,1,0,0,0,1,2,1,201091
1088,0,0,0,0,3,2,0,1,201092
1089,0,2,0,1,0,2,0,1,201093
1090,1,0,0,0,0,3,1,1,201094
1091,1,1,0,0,0,2,1,1,201095
1092,0,0,1,0,1,2,1,1,201096
1093,0,0,0,0,3,2,0,1,201097
1094,1,2,0,0,0,2,1,0,201098
1095,0,0,0,1,1,2,0,2,201099
1096,0,1,0,0,2,1,0,2,201100
1097,1,1,0,0,0,1,1,2,201101
1098,0,1,0,0,2,1,1,1,201102
1099,1,1,0,0,0,1,1,2,201103
1100,0,1,0,0,2,2,0,1,201104
1101,1,1,0,0,0,2,1,1,201105
1102,1,1,0,0,0,2,1,1,201106
1103,1,2,0,0,0,2,1,0,201107
1104,0,0,0,0,2,2,1,1,201108
1105,0,0,0,1,1,2,0,2,201109
1106,0,1,0,0,2,1,0,2,201110
1107,0,0,0,1,1,1,0,3,201111
1108,1,0,0,0,0,3,1,1,201112
1109,1,1,0,0,1,2,1,0,201113
1110,0,1,0,0,2,1,0,2,201114
1111,0,0,0,0,2,2,1,1,201115
1112,0,0,0,0,0,4,1,1,201116
1113,1,1,0,0,0,2,1,1,201117
1114,0,1,0,0,2,1,0,2,201118
1115,1,1,0,0,0,2,1,1,201119
1116,1,1,0,0,0,0,2,2,201120
1117,1,1,0,0,0,0,2,2,201121
1118,0,0,0,0,2,2,1,1,201122
1119,1,0,0,0,0,1,2,2,201123
1120,0,0,0,1,0,3,0,2,201124
1121,1,2,0,0,0,2,1,0,201125
1122,0,0,0,0,0,4,1,1,201126
1123,0,0,0,0,3,2,0,1,201127
1124,1,2,0,0,0,2,1,0,201128
1125,0,1,0,0,0,2,2,1,201129
1126,1,1,0,0,0,2,1,1,201130
1127,1,1,0,0,1,2,1,0,201131
1128,1,1,0,0,0,1,1,2,201132
1129,0,0,0,0,3,2,0,1,201133
1130,0,1,0,0,2,2,0,1,201134
1131,0,1,1,0,1,1,1,1,201135
1132,0,0,0,0,2,3,0,1,201136
1133,0,2,0,0,2,1,0,1,201137
1134,0,1,1,0,1,3,0,0,201138
1135,0,1,0,0,2,1,0,2,201139
1136,0,0,0,0,0,3,1,2,201140
1137,0,0,0,0,2,3,0,1,201141
1138,1,0,0,0,0,1,2,2,201142
1139,1,1,0,0,0,3,1,0,201143
1140,1,2,0,0,0,1,2,0,201144
1141,1,1,0,0,0,1,1,2,201145
1142,1,2,0,0,0,2,1,0,201146
1143,0,1,0,0,2,1,0,2,201147
1144,1,0,0,0,0,3,1,1,201148
1145,0,1,0,0,2,2,0,1,201149
1146,1,1,0,0,0,2,1,1,201150
1147,1,0,0,0,0,2,1,2,201151
1148,0,0,0,0,2,2,1,1,201152
1149,0,1,0,0,2,1,1,1,201153
1150,0,1,0,0,0,2,1,2,201154
1151,1,0,0,0,0,3,1,1,201155
1152,0,1,0,1,0,1,0,3,201156
1153,1,2,0,0,0,1,1,1,201157
1154,1,1,0,0,0,2,1,1,201158
1155,1,1,0,0,0,1,2,1,201159
1156,1,1,0,0,0,1,1,2,201160
1157,0,0,0,1,0,2,0,3,201161
1158,0,0,0,1,0,3,0,2,201162
1159,0,0,0,0,2,2,0,2,201163
1160,0,1,0,1,0,0,1,3,201164
1161,1,2,0,0,0,2,1,0,201165
1162,0,1,1,0,1,3,0,0,201166
1163,1,0,0,0,0,3,1,1,201167
1164,0,1,0,0,3,0,1,1,201168
1165,0,0,0,0,2,2,0,2,201169
1166,0,1,0,0,2,2,1,0,201170
1167,0,1,0,0,2,1,1,1,201171
1168,1,0,0,0,0,2,2,1,201172
1169,0,1,0,1,0,1,0,3,201173
1170,1,2,0,0,0,2,1,0,201174
1171,1,0,0,0,0,3,1,1,201175
1172,0,1,1,0,1,1,0,2,201176
1173,0,1,0,1,0,1,0,3,201177
1174,0,0,0,0,2,1,1,2,201178
1175,1,1,0,0,0,1,1,2,201179
1176,0,1,0,0,2,1,1,1,201180
1177,0,1,1,0,1,1,0,2,201181
1178,1,0,0,0,0,2,1,2,201182
1179,1,1,0,0,0,2,1,1,201183
1180,0,0,1,0,1,2,0,2,201184
1181,0,1,1,0,1,2,0,1,201185
1182,1,2,0,0,0,1,2,0,201186
1183,1,2,0,0,0,2,1,0,201187
1184,1,0,0,0,0,3,1,1,201188
1185,1,0,0,0,0,3,1,1,201189
1186,1,0,0,0,0,3,1,1,201190
1187,1,1,0,0,0,1,1,2,201191
1188,0,0,0,0,2,2,0,2,201192
1189,0,1,0,0,2,1,1,1,201193
1190,0,1,1,0,1,1,0,2,201194
1191,0,1,1,0,1,1,1,1,201195
1192,0,1,0,1,0,1,1,2,201196
1193,0,1,0,0,2,1,1,1,201197
1194,1,2,0,0,0,1,1,1,201198
1195,1,1,0,0,0,2,1,1,201199
1196,0,1,0,0,2,1,0,2,201200
1197,0,0,0,0,2,2,1,1,201201
1198,0,0,0,0,2,2,0,2,201202
1199,0,0,0,1,0,3,0,2,201203
1200,0,1,0,0,2,2,0,1,201204
1201,0,1,0,0,2,1,1,1,201205
1202,0,1,0,0,2,2,1,0,201206
1203,0,0,0,0,3,2,0,1,201207
1204,1,0,0,0,0,3,1,1,201208
1205,0,0,0,1,0,3,0,2,201209
1206,0,0,0,0,2,3,0,1,201210
1207,1,1,0,0,0,3,1,0,201211
1208,0,1,0,0,2,1,0,2,201212
1209,0,1,0,0,2,2,0,1,201213
1210,0,1,0,1,0,1,0,3,201214
1211,0,1,0,0,2,2,1,0,201215
1212,1,0,0,0,0,3,1,1,201216
1213,0,0,0,0,2,3,0,1,201217
1214,0,0,0,1,0,2,1,2,201218
1215,0,0,0,0,2,2,0,2,201219
1216,1,1,0,0,0,0,2,2,201220
1217,0,2,0,1,0,2,0,1,201221
1218,0,1,0,0,2,2,0,1,201222
1219,0,2,1,0,1,2,0,0,201223
1220,0,0,0,0,2,3,0,1,201224
1221,0,0,1,0,2,0,1,2,201225
1222,0,2,0,0,2,2,0,0,201226
1223,0,1,0,0,2,2,0,1,201227
1224,1,2,0,0,0,2,1,0,201228
1225,1,1,0,0,0,1,1,2,201229
1226,0,0,0,0,2,3,0,1,201230
1227,1,1,0,0,0,1,2,1,201231
1228,1,1,0,0,0,2,1,1,201232
1229,0,1,0,0,2,2,0,1,201233
1230,1,1,0,0,0,3,1,0,201234
1231,0,1,0,1,0,2,0,2,201235
1232,1,0,0,0,0,3,1,1,201236
1233,1,1,0,0,0,1,2,1,201237
1234,0,0,0,0,2,1,1,2,201238
1235,1,1,0,0,1,0,2,1,201239
1236,1,2,0,0,0,2,1,0,201240
1237,0,1,0,1,0,2,0,2,201241
1238,0,0,0,0,0,3,2,1,201242
1239,0,1,0,1,0,1,0,3,201243
1240,0,1,0,0,3,0,1,1,201244
1241,0,1,0,0,2,3,0,0,201245
1242,0,2,0,0,2,1,0,1,201246
1243,1,0,0,0,1,2,1,1,201247
1244,0,0,0,0,2,1,1,2,201248
1245,0,0,0,0,2,1,1,2,201249
1246,1,2,0,0,0,1,2,0,201250
1247,0,0,0,1,0,3,0,2,201251
1248,0,0,0,0,2,3,0,1,201252
1249,1,1,0,0,0,1,2,1,201253
1250,1,0,0,0,0,1,2,2,201254
1251,0,1,1,1,0,0,1,2,201255
1252,0,1,0,0,2,2,0,1,201256
1253,0,0,0,1,0,3,0,2,201257
1254,0,0,0,0,3,1,0,2,201258
1255,1,1,0,0,0,2,1,1,201259
1256,0,1,0,0,3,1,1,0,201260
1257,1,0,0,0,0,3,1,1,201261
1258,0,1,0,0,3,2,0,0,201262
1259,0,0,0,0,2,3,0,1,201263
1260,0,0,0,0,0,4,1,1,201264
1261,1,1,0,0,1,2,1,0,201265
1262,0,1,0,0,2,2,0,1,201266
1263,1,2,0,0,0,2,1,0,201267
1264,0,1,1,0,1,2,0,1,201268
1265,0,1,0,0,2,1,1,1,201269
1266,1,1,0,0,0,0,2,2,201270
1267,0,0,0,0,2,2,1,1,201271
1268,0,1,0,0,2,1,0,2,201272
1269,0,0,0,0,2,2,0,2,201273
1270,1,0,0,0,0,2,1,2,201274
1271,0,0,0,1,1,1,0,3,201275
1272,1,0,0,0,0,3,1,1,201276
1273,0,0,0,0,0,4,1,1,201277
1274,0,1,0,1,0,2,0,2,201278
1275,0,1,0,0,2,3,0,0,201279
1276,1,1,0,0,0,2,1,1,201280
1277,1,1,0,0,0,1,2,1,201281
1278,0,1,0,0,2,2,0,1,201282
1279,0,1,0,0,2,2,0,1,201283
1280,0,0,0,1,0,2,1,2,201284
1281,1,2,0,0,0,1,2,0,201285
1282,0,1,0,0,2,1,0,2,201286
1283,1,0,0,0,0,3,1,1,201287
1284,1,1,0,0,0,3,1,0,201288
1285,0,2,0,0,2,2,0,0,201289
1286,1,2,0,0,0,2,1,0,201290
1287,1,0,0,0,0,2,2,1,201291
1288,1,2,0,0,0,2,1,0,201292
1289,0,2,0,0,2,1,1,0,201293
1290,1,1,0,0,0,1,2,1,201294
1291,0,0,0,1,0,2,0,3,201295
1292,0,0,1,1,0,1,1,2,201296
1293,0,0,0,0,2,2,0,2,201297
1294,1,0,0,0,0,2,1,2,201298
1295,1,1,0,0,0,1,1,2,201299
1296,1,0,0,0,1,2,1,1,201300
1297,0,1,1,0,1,3,0,0,201301
1298,0,0,0,0,2,3,0,1,201302
1299,0,1,0,1,0,1,0,3,201303
1300,1,1,0,0,0,1,1,2,201304
1301,1,0,0,0,0,2,1,2,201305
1302,0,1,0,1,0,2,0,2,201306
1303,0,0,0,0,2,2,0,2,201307
1304,1,0,0,0,0,2,1,2,201308
1305,1,0,0,0,0,2,2,1,201309
1306,0,2,1,0,1,2,0,0,201310
1307,0,1,0,0,2,1,1,1,201311
1308,0,1,0,0,2,2,0,1,201312
1309,0,1,0,0,2,2,0,1,201313
1310,1,2,0,0,0,1,1,1,201314
